eid,year,references,journals
2-s2.0-0034517988,2000,0031428722|0027756557|84977364496|1542605536|84960609976|0031474088|0000828360|0031420124,Review of Economic Studies|Journal of Political Economy|American Economic Review|NBER Macroeconomics Annual|Review of Economic Studies|Journal of Political Economy|Journal of Economic Theory|Review of Economic Studies
2-s2.0-0035657724,2001,0001204398|0001654817|0030402913|0002643479|0001252323|84963014984|0033399182|0040944384|0001345904|0000587246|0028600139|0038969196|0028588795|85017108575|0002216440|0002903133|0001028786|84963002254|0000963847,Journal of Econometrics|Review of Economic Studies|Journal of Political Economy|Journal of Econometrics|American Economic Review|Review of Economic Studies|European Economic Review|Quarterly Journal of Economics|Journal of Economic Literature|Journal of Monetary Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Econometrica|Journal of Econometrics|Journal of Econometrics|Journal of Monetary Economics|Review of Economic Studies|Review of Economic Studies
2-s2.0-0035657699,2001,85077390164|0029190847|49049146761|0031535489|0007462673|38249027621|0842291796|58149211460|0029202330|0344652451|0002228880|0007452403|0343851716|45149141705|0001534797|0000105879|0022202070|45449125675|0000980473,RAND Journal of Economics|Econometrica|Journal of Econometrics|RAND Journal of Economics|International Journal of Industrial Organization|European Economic Review|Review of Economic Studies|Journal of International Money and Finance|Econometrica|Journal of Economic Literature|Journal of International Economics|Applied Economics|European Economic Review|Journal of International Economics|Journal of International Economics|Journal of International Economics|Journal of Industrial Economics|European Economic Review|European Economic Review
2-s2.0-0035657401,2001,0030497327|0000156053|0031454309|0000638151|0028864771|1542605473|84963062645|0034538775|85025724501|1542395905|0029482252,Journal of Monetary Economics|Journal of Political Economy|International Economic Review|American Economic Review|American Economic Review|NBER Macroeconomics Annual|American Journal of Agricultural Economics|Review of Economic Studies|Topics in Catalysis|NBER Macroeconomics Annual|Journal of Political Economy
2-s2.0-0035657056,2001,0031428722|21844514180|0027756557|0028563468|0032358719|0000533733|84960609976|4243442002|0031413974|0030209578|84963082747|0031420124|84971946748,Review of Economic Studies|Quarterly Journal of Economics|Journal of Political Economy|American Economic Review|Journal of Labor Economics|American Economic Review|Review of Economic Studies|Review of Economic Studies|Quarterly Journal of Economics|Journal of Economic Theory|Review of Economic Studies|Review of Economic Studies|Business History Review
2-s2.0-0035652414,2001,0000309438|0028588795|0001478807|0000679741|0031115852|0001266334|0030367508|0030268553|0001302191|0000041082|0007382405|0031288020|0000195763|0002125737,Journal of Mathematical Economics|Journal of Political Economy|Review of Economic Studies|Theory and Decision|Journal of Economic Theory|Journal of Mathematical Economics|Econometrica|Mathematical social sciences|Journal of Economic Theory|Journal of Economic Theory|Theory and Decision|Economic Theory|American Economic Review|Journal of Economic Theory
2-s2.0-0035053913,2001,0000691303|84974489645|84963015050|0031414212|0003076801|0001097233|0001286236|21844508569|0007662785|84963062172|84979190207,Public Choice|American Political Science Review|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy|Review of Economic Studies|Public Choice|Quarterly Journal of Economics|Review of Economic Studies|Economic Inquiry
2-s2.0-0035053507,2001,0001316618|0002099726|0005138964|34248260077|0031139083|0031138659|0042376680|0002688788|38149145406|84963062172|0013005051|0001080009|0002012315|0001310041|0031206598|0007721215,Quarterly Journal of Economics|American Economic Review|Journal of Public Economics|Regional Science and Urban Economics|Journal of Economic Theory|Journal of Urban Economics|European Economic Review|Journal of Public Economics|Economics Letters|Review of Economic Studies|Handbook of International Economics|Journal of Urban Economics|Journal of Economic Theory|Journal of Economic Theory|Games and Economic Behavior|Journal of Urban Economics
2-s2.0-0035051788,2001,0027770471|45949113342|0030147084|0040238748|0001385004|0029837554|0000124252|0002880295|0001635960|0000397569|0002486171|0019140244|18444396046|0035053507|0031094130|85018651986|38249035583|0005225561|0001285161|0030147272|0001310041,Quarterly Journal of Economics|Journal of Economic Theory|Games and Economic Behavior|Quarterly Journal of Economics|American Economic Review|European Economic Review|Review of Economic Studies|Journal of Economic Theory|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Theory|American Economic Review|Public Choice|Review of Economic Studies|Journal of Economic Theory|Journal of Political Economy|Journal of Public Economics|Journal of Public Economics|Journal of Economic Theory|Journal of Economic Dynamics and Control|Journal of Economic Theory
2-s2.0-0035050788,2001,0031590032|0030370039|0001691088|0030367193|0030367193|0000800313|85017108575|58149212200|4243088649|44949277629|0002426025|0031374315|0002290231|38249004563|0000836115,Journal of Economic Dynamics and Control|Econometrica|Journal of Political Economy|Econometrica|Econometrica|American Economic Review|Econometrica|Carnegie-Rochester Confer. Series on Public Policy|Journal of Political Economy|Journal of Monetary Economics|Journal of Economic Literature|Macroeconomic Dynamics|American Economic Review|Journal of Monetary Economics|Journal of Economic Dynamics and Control
2-s2.0-0035050590,2001,0002389286|0001281744|31344440815|84977370828|0000180992|0003038856|34248428827|0000856120|84984517112|84972029761|84959824318|0030363539|0001983816|0031507203,Journal of Economic Theory|Journal of Economic Growth|Public Choice|Kyklos|Journal of Public Economics|Journal of Economic Theory|Public Choice|Econometrica|Economics & Politics|World Politics|Quarterly Journal of Economics|Econometrica|Quarterly Journal of Economics|American Political Science Review
2-s2.0-0035048873,2001,0000936382|38249016315|84979347356|77956790241|0031625978|0001853353|40749147831|0001009050|84959798563|0001319780|84925980576|0000381428,Journal of Public Economics|European Economic Review|Fiscal Studies|Handbook of Labor Economics|Journal of Public Economics|American Economic Review|Review of Economic Studies|Econometrica|Review of Economic Studies|Journal of Public Economics|Review of Economic Studies|Journal of Public Economics
2-s2.0-0035046038,2001,84960613149|21844514180|84977726267|0000467667|0020716173|0000091465|0000991048|77956764654|0001567477|4243442002|0031535112|84963043508|0002255370|0032346753|84960580740|0009480521|0001359239,Quarterly Journal of Economics|Quarterly Journal of Economics|The Journal of Finance|Review of Economic Studies|Bell Journal of Economics|American Economic Review|European Economic Review|Handbook of Labor Economics|Journal of Accounting and Economics|Review of Economic Studies|Journal of Economics and Management Strategy|Review of Economic Studies|Review of Economic Studies|Economics Letters|Quarterly Journal of Economics|Journal of Economic Literature|Journal of Political Economy
2-s2.0-0034992027,2001,0008482329|0000073539|84960565609|0027770471|0000473191|27744568768|0001912322|84970390383|1542422513|0002950841|0008848582|43949152886|84904755473|0001920287|0025943140|0025945130,American Economic Review|Review of Economic Studies|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Journal of Political Economy|Journal of Econometrics|Urban Affairs Review|Journal of Economic Growth|Journal of Economic Theory|Quarterly Journal of Economics|Journal of Econometrics|Journal of Applied Econometrics|Journal of Econometrics|Urban Studies|Urban Studies
2-s2.0-0034990932,2001,0000277459|0001147946|0031139083|0031138659|0000178140|0031067299|0346076923|37449025967,European Economic Review|Econometrica|Journal of Economic Theory|Journal of Urban Economics|Econometrica|Journal of Economic Theory|International Economic Review|European Economic Review
2-s2.0-0034981137,2001,0000068030|0027770471|0000473191|43949168352|84960603508|0001288049|84888478571|84960592808|1542422513|0002147472|0008848582,Journal of Statistical Physics|Quarterly Journal of Economics|Review of Economic Studies|Games and Economic Behavior|Quarterly Journal of Economics|Econometrica|Quarterly Journal of Economics|Review of Economic Studies|Journal of Economic Growth|Journal of Mathematical Economics|Quarterly Journal of Economics
2-s2.0-0034980943,2001,0001007764|0000809620|84982953439|0000357925|0004852895|85015256306|0001551170|0004898753|84927964497|84923067231|0031874663|0002875521|0001272578,"Journal of Financial Economics|Journal of International Money and Finance|A Monetary History of the United States, 1867-1960|Journal of International Economics|Journal of International Money and Finance|Journal of Political Economy|Journal of Economic Theory|Journal of the Japanese and International Economies|Review of Economic Studies|Quarterly Journal of Economics|Economic Policy|Econometrica|Review of Economic Studies"
2-s2.0-0034833773,2001,21844504524|0001872872|84962996696|0003051154|44949288517|0003591115|4243088649|0001140573|0000737515|85005230535|0001081112|0003512460|0001312619|0000313616|85017030502|0000398032|0002960008|0010929674|0000330880|0001274830,Quarterly Journal of Economics|Economics Letters|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Journal of Political Economy|Journal of Economic Dynamics and Control|Review of Economic Studies|Economic Inquiry|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Journal of Political Economy|Journal of Monetary Economics|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Review of Economic Studies
2-s2.0-0034833446,2001,84916228748|0001853353|0030367193|0001001504|40749147831|84959824318|0010543423,Review of Economic Studies|American Economic Review|Econometrica|Review of Economic Studies|Review of Economic Studies|Quarterly Journal of Economics|European Economic Review
2-s2.0-0034827201,2001,17944372226|0031412501|1542737291|0032983364|0001372237|0001126085|0000852512|0001281989|0000227693|0031429960|0000527374|0001673916|0000096229,Review of Economic Studies|European Economic Review|Journal of Economic Growth|Economics of Transition|Review of Economic Studies|RAND Journal of Economics|Review of Economic Studies|Journal of Economic Theory|Journal of Political Economy|European Economic Review|Journal of Monetary Economics|International Economic Review|Journal of Monetary Economics
2-s2.0-0034826930,2001,1542532493|0001239359|0001908727|0001030446|0003111146,American Economic Review|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory
2-s2.0-0034826929,2001,0000908675|0001015501|0001952123|0001092164|0030306104|0003667388|0344424400|0000522253|0030079306|84959850547|84977707554|84923067231|0000370145|20944442188|0031256728,Journal of Mathematical Economics|Journal of Economic Perspectives|Journal of Economic Theory|The Journal of Product Innovation Management|Economics Letters|Econometrica|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|The Journal of Finance|Quarterly Journal of Economics|Review of Economic Studies|Journal of Economic Theory|Journal of Mathematical Economics
2-s2.0-0034822660,2001,0000602479|0012574389|0032766867|21144460830|0000234053|33845348251|0027770211|0027040457|5544310744|84960610295|0030430296,Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Labor Economics|Journal of Political Economy|Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Journal of Political Economy|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-0034820041,2001,0000104607|0033401906|0030551298|84963012250|0028551733|84959835849|38149146563|0025587232|0032764396|0001891798|84963060954|0032781094|77957185442|0031754462,American Economic Review|Journal of Political Economy|Journal of Labor Economics|Review of Economic Studies|European Economic Review|Review of Economic Studies|Journal of Economic Theory|Journal of Political Economy|Economic Journal|Journal of Monetary Economics|Review of Economic Studies|Economic Journal|Oxford Economic Papers|Economic Journal
2-s2.0-0034819869,2001,84881847928|0000895224|0031161693|0032264526|0000865794|0002720658|0000119560|0003342689|45149141217|38249026516,Journal of Business and Economic Statistics|Journal of International Economics|Journal of Empirical Finance|Annals of Statistics|Review of Economics and Statistics|Journal of International Economics|Journal of Empirical Finance|Economics Letters|Journal of Econometrics|Journal of Econometrics
2-s2.0-0034818571,2001,0000114625|84963036850|21844514180|0000467667|0030538067|84963057326|0001567477|84962979586|84987317308|0002624506|0031485211|84964179600,Econometrica|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies|Journal of Labor Economics|Review of Economic Studies|Journal of Accounting and Economics|Review of Economic Studies|Industrial Relations: A Journal of Economy and Society|Industrial Relations: A Journal of Economy and Society|Economic Inquiry|Sociological Perspectives
2-s2.0-0036774775,2002,0000691303|84974040577|84858284407|84974489645|84960569930|0001466614|0000584976|0032220648|0001286236|0005117837|21344490511|0030545199|84984517179|0031065806,Public Choice|American Political Science Review|Quarterly Journal of Economics|American Political Science Review|Quarterly Journal of Economics|Public Choice|Econometrica|American Political Science Review|Review of Economic Studies|American Economic Review|RAND Journal of Economics|Economic Inquiry|Economics & Politics|European Journal of Political Economy
2-s2.0-0036801220,2002,0000602479|0042132534|0012158230|0012574389|0037515358|0039768872|58149363587|77956811803|0040016339|0038980895|0000095992|84960609570|0022181177|0029543840|77956724779|0033452889|4644330595|0000104608|84939534956,Quarterly Journal of Economics|Journal of Economic Literature|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Brookings Papers on Economic Activity|Journal of Econometrics|Handbook of Labor Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|The Journal of Economic History|Journal of Political Economy|Handbook of Labor Economics|Economic Journal|Econometrica|American Economic Review|The Lever of Riches: Technological Creativity and Economic Progress
2-s2.0-0036775956,2002,0000488543|0030356126|0001211291|1542532493|0030501828|0000621414|0029180568|0000553475|0001033643|70350110851|0022162275|0000335511|0001508630|0000779299,Journal of Econometrics|Econometrica|Journal of Political Economy|American Economic Review|Econometric Theory|Econometrica|Econometrica|American Economic Review|Journal of Econometrics|Handbook of Econometrics|Mathematics of Operations Research|Journal of Econometrics|Journal of Econometrics|American Economic Review
2-s2.0-0036775948,2002,0031286805|0001635960|0000288184|38249039756|0027760444|0030209578|0000391943,Economic Theory|Quarterly Journal of Economics|Economic Theory|Mathematical Social Sciences|Quarterly Journal of Economics|Journal of Economic Theory|Econometrica
2-s2.0-0036775837,2002,0000607865|0005114506|0005173763|0001654817|0030305094|0038969887|38249007192|0030118710|0001254335|0001600765|0000198452|0018872157|0005169909|0029800061|0021552969|0005159189,Econometric Reviews|Manchester School|Journal of Time Series Analysis|Review of Economic Studies|Economics Letters|International Economic Review|Economics Letters|Journal of Economic Dynamics and Control|Journal of Monetary Economics|Review of Economic Studies|American Economic Review|Journal of Econometrics|Oxford Review of Economic Policy|American Economic Review|Econometrica|Journal of Mathematical Economics
2-s2.0-0036774863,2002,0001104493|0029507558|0034381225|0029475837|0030404536|0020379611|0024252436|0029479205|0031422463,Economic Journal|Journal of Development Economics|Review of Economics and Statistics|Journal of Political Economy|American Economic Review|American Economic Review|Economic Journal|American Economic Review|Economic Development and Cultural Change
2-s2.0-0036774772,2002,0031231999|0000093025|0030501828|0029180568|0000921289|0005209123|43149089991|21344452032|0036093518|0000335511|0001508630|84911530417|0023313686,Information Economics and Policy|Journal of Regulatory Economics|Econometric Theory|Econometrica|Journal of Econometrics|Communications in Statistics - Simulation and Computation|Journal of Econometrics|Journal of Regulatory Economics|Econometrica|Journal of Econometrics|Journal of Econometrics|American Economic Review|RAND Journal of Economics
2-s2.0-0036774724,2002,0040238748|0034424027|0001569039|0000507309|0001612308|0030462134|0042376680|0001886568|84891382198|38249036890|0001543081|84960558311|0035053507|84963062172|45549112989|45149141514|0026295830|0001087852|0346838278|0007721215,Quarterly Journal of Economics|Southern Economic Journal|Journal of Urban Economics|Journal of Public Economics|Regional Science and Urban Economics|European Economic Review|European Economic Review|Journal of Public Economics|Journal of Public Economic Theory|Journal of International Economics|Journal of Public Economics|Review of Economic Studies|Review of Economic Studies|Review of Economic Studies|Journal of Public Economics|Journal of Urban Economics|American Economic Review|Regional Science and Urban Economics|National Tax Journal|Journal of Urban Economics
2-s2.0-0036773943,2002,38249001978|0002358115|0002908840|33748877252|1542609884|0001319476|0001201274|0002448413|33847069350|0000738652|0002298154|0002053554|0031990363|0000467692|0001547274|0030099623|38249000472|58149324992|84991127080|84928836991|0000220948|84983918083|0029505808|84963090966,Games and Economic Behavior|Games and Economic Behavior|Journal of Economic Behavior and Organization|Journal of Economic Behavior and Organization|Journal of Economic Literature|Economic Theory|Management Science|Economic Journal|Journal of Economic Theory|Journal of Economic Theory|Games and Economic Behavior|Games and Economic Behavior|European Journal of Political Economy|Journal of Economic Behavior and Organization|Journal of Socio-Economics|Journal of Economic Behavior and Organization|Journal of Economic Behavior and Organization|Games and Economic Behavior|Journal of Applied Social Psychology|Social Forces|Econometrica|Scottish Journal of Political Economy|Canadian Journal of Economics|Review of Economic Studies
2-s2.0-0036773888,2002,0002893643|0033411079|0041110041|0033446833|84960612695|77958410355|0006739059|0010922718|0001203134|0034405267|0001752681|0000100709,"Journal of Political Economy|Journal of Law, Economics, and Organization|Quarterly Journal of Economics|RAND Journal of Economics|Quarterly Journal of Economics|Journal of Law, Economics, and Organization|Quarterly Journal of Economics|Quarterly Journal of Economics|Econometrica|Economics Letters|Econometrica|Review of Economic Studies"
2-s2.0-0036656307,2002,84960613841|0034405660|0042578958|0034529222|0030369998|0032387703|21344491476|17944377188|72949113993|0039333702|85076787280|0001752681,Quarterly Journal of Economics|Journal of Industrial Economics|American Economic Review|Review of Economic Studies|RAND Journal of Economics|RAND Journal of Economics|RAND Journal of Economics|Review of Economic Studies|Review of Economic Studies|RAND Journal of Economics|RAND Journal of Economics|Econometrica
2-s2.0-0036656305,2002,0039569423|0030476483|0031587261|0010360123|0031767583|38249027436|0030529346|0030446584|0030465908,Handbook of Industrial Organization|Journal of Development Economics|Economics Letters|Journal of the Japanese and International Economies|Structural Change and Economic Dynamics|Journal of International Economics|Journal of the Japanese and International Economies|Journal of Development Economics|Journal of Development Economics
2-s2.0-0036656258,2002,0000142298|84983932555|84984053711|0040944384|0010108855|21744462517|0001423927|33749299563|0347108813|85088938629|0001456798|0001050458|0026471269,European Economic Review|Review of Income and Wealth|Review of Income and Wealth|Quarterly Journal of Economics|International Economic Review|Journal of the American Statistical Association|Review of Economic Studies|Journal of Econometrics|Journal of Economic Literature|The Statistical Analysis of Failure Time Data|Journal of Economic Theory|Econometrica|Journal of Political Economy
2-s2.0-0036655944,2002,0000733155|0000479785|0001111577|0002057229|0001535474|0000978865|0001917539|0040003931|0010403666,Social Choice and Welfare|Journal of Economic Theory|Review of Economic Dynamics|Journal of Economic Theory|American Economic Review|Journal of Economic Theory|Review of Economic Studies|Quarterly Journal of Economics|Social Choice and Welfare
2-s2.0-0036655918,2002,0028591186|38248999435|0345931325|0012676289|0001175591|0033970641|0001097029|48749143178|0032771542|0006260747|0034116638|43949170301|0032870113|0344652451|0000278184|0036091163|0035177511|0000105879|0029686411|0042273578|0029532393|0040063867|0345982186,"American Economic Review|Journal of International Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of International Economics|American Economic Review|Journal of Monetary Economics|Journal of Political Economy|Quarterly Journal of Economics|Journal of International Economics|Journal of Monetary Economics|Journal of Political Economy|Journal of Economic Literature|Journal of Monetary Economics|Econometrica|Journal of International Economics|Journal of International Economics|Journal of Economic Dynamics and Control|Carnegie-Rochester Confer. Series on Public Policy|Journal of Political Economy|Journal of Money, Credit and Banking|NBER Macroeconomics Annual"
2-s2.0-0036655913,2002,0010399478|45149136076|0029425663|0000479785|0001111577|34250446073|0027851079|38249029406|38249025627|0002531273|38249038734|0010403673|0030147102|0001784229|0003162976|0034350213|0001771614|34250442766|0001769604|0000861816|0030121216|38149146546|0000471921,Journal of Economic Theory|Journal of Urban Economics|Econometrica|Journal of Economic Theory|Review of Economic Dynamics|Public Choice|IEEE/ACM Transactions on Networking|Journal of Economic Theory|Economics Letters|Games and Economic Behavior|Journal of Economic Theory|Journal of Mathematical Biology|Games and Economic Behavior|Journal of Mathematical Economics|Transportation Research Part E: Logistics and Transportation Review|Journal of Evolutionary Economics|Social Choice and Welfare|International Journal of Game Theory|Journal of Economic Theory|Journal of Economic Theory|Telecommunications Policy|Games and Economic Behavior|Mathematical Social Sciences
2-s2.0-0036655565,2002,84891010016|0010322257|0002474504|0039925951|0032137432|84963107529|84960586010|84959783269,Investment under Uncertainty|Economic Theory|European Economic Review|Journal of Finance|Management Science|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Economic Studies
2-s2.0-0036655506,2002,0002244902|0002631398|0348166371|0010401985|0000419758|46149134052|0000438277|0027673022|0024723042|84980188297|84965454805,Games and Economic Behavior|Journal of Economic Theory|Games and Economic Behavior|American Economic Review|International Journal of Game Theory|Journal of Economic Theory|Games and Economic Behavior|Cognition|Journal of Personality and Social Psychology|Journal of Behavioral Decision Making|Psychological Science
2-s2.0-0036655505,2002,0346651130|84881844837|58149364940|0000934159|85015528742|0001099021|0000229615|84972492656|84972517956|0010314639,Journal of Econometrics|Review of Economic Studies|Journal of Econometrics|Biometrika|Journal of Econometrics|Journal of Econometrics|Biometrika|Statistical Science|Statistical Science|Journal of Econometrics
2-s2.0-0036655502,2002,0001018654|0000133459|0036054525|77956809418|84963097098|0001062363|0029486552|0000037397|84963043540|84963090863|0033834180|0001247815|0001490327|84963091681|0033033670|0036337487,American Economic Review|Journal of International Economics|Review of Economic Studies|Handbook of International Economics|Review of Economic Studies|Journal of International Economics|Journal of Political Economy|Journal of International Economics|Review of Economic Studies|Review of Economic Studies|Journal of International Economics|Oxford Economic Papers|American Economic Review|Review of Economic Studies|Oxford Economic Papers|Economic Journal
2-s2.0-0036183625,2002,45349112870|33845397012|0039184677|38049044430|0036129283|0032804001|0000307785|0000757988|0033440941|40749147831|0001009050|84962986434|0000423667,Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial Intermediation|European Economic Review|Journal of Financial Economics|Journal of Banking and Finance|Review of Financial Studies|Review of Economic Studies|Econometrica|Review of Economic Studies|Journal of Financial Economics
2-s2.0-0036183125,2002,84881844837|0030318156|0001438979|0001027388|0000360907|0000036966|84959843820|0028020343|0000961956|0027728699|0000348264|0001643565|84905764120|84952544255|0027498610|0027040376|0026340484|0029486518,Review of Economic Studies|American Economic Review|Journal of Econometrics|Review of Economic Studies|Journal of Econometrics|Journal of International Economics|Review of Economic Studies|Journal of International Economics|RAND Journal of Economics|Journal of Development Economics|Econometrica|Journal of Econometrics|Econometric Reviews|Journal of Business and Economic Statistics|Journal of Political Economy|World Bank Economic Review|Journal of International Economics|Journal of International Economics
