eid,year,references,journals
2-s2.0-0005826243,2000,49049134464|0031065907|49649139611|84952201122|0039263438|0003061463|38249009420|0031161237|0029686411|0008872081|0041768453,Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Dynamics and Control|Journal of Economic Dynamics and Control|Econometrica|Journal of Business and Economic Statistics
2-s2.0-0005109822,2000,0001266334|49049133343|0000797674|0032016165,Journal of Mathematical Economics|Journal of Economic Theory|Games and Economic Behavior|Journal of Economic Dynamics and Control
2-s2.0-0002731407,2000,84900593217|0030295978|0000709394|0030366952|0030188346|84930206792|0024036066|84959799545|0012969450,Review of Economic Studies|Journal of Economic Theory|Review of Economic Studies|Econometrica|Journal of Economic Theory|Review of Economic Studies|Operations Research|Review of Economic Studies|Review of Economic Studies
2-s2.0-0002605402,2000,0039768936|0031288026|0000148688|0001343411,Review of Economics and Statistics|Economic Theory|Journal of Econometrics|Journal of Econometrics
2-s2.0-0001995592,2000,0001179485|84929837036|84923818429|84964203940|0030363303|0040690947|0025815687|85071343153,Econometrica|Journal of the American Statistical Association|Journal of the American Statistical Association|Statistical Science|Econometrica|Journal of Multivariate Analysis|Biometrics|Econometric Reviews
2-s2.0-0001905231,2000,0031161196|70349218800|0001675669|84977716725|0031161249|0000373457|0345401653|84986397907,Journal of Empirical Finance|Econometric Reviews|Journal of Financial Economics|The Journal of Finance|Journal of Empirical Finance|Econometrica|Journal of Financial Economics|Journal of Applied Econometrics
2-s2.0-0001736663,2000,0010957787|38249001565|84929759489|0000589160,Journal of Multivariate Analysis|Journal of Econometrics|Journal of the American Statistical Association|Journal of the American Statistical Association
2-s2.0-0001682128,2000,0345931325|84888748767|0012676289|0001175591|77957060687|0002954411|38249030129|0030119294,Quarterly Journal of Economics|Review of Economic Studies|Quarterly Journal of Economics|Journal of Monetary Economics|Handbook of Monetary Economics|Economic Theory|Journal of Monetary Economics|Journal of Monetary Economics
2-s2.0-0001668150,2000,0040517321|0000570595|0030534228|0000658462|0034196104|0347078538,Journal of Finance|Journal of Financial Economics|Review of Financial Studies|Journal of Econometrics|Journal of Financial Economics|Journal of Financial Economics
2-s2.0-0001420299,2000,84971971019|21144477367|0031505926|84963002108|84959818799|77956888124|0001057073|6544235181,Econometric Theory|Econometric Theory|Econometric Theory|Review of Economic Studies|Review of Economic Studies|Biometrika|Econometric Reviews|Econometric Reviews
2-s2.0-0001393537,2000,0001691088|84959777265|0000737515|0001105480|0030523758|0001116758|0000339532|46549099071|0002190490|0040833310,Journal of Political Economy|Review of Economic Studies|Review of Economic Studies|Review of Economic Studies|Journal of Mathematical Economics|Econometrica|Journal of Financial Economics|Journal of Monetary Economics|Econometrica|Journal of Finance
2-s2.0-0001392156,2000,34548495689|0002875521,Journal of Economic Theory|Econometrica
2-s2.0-0001350910,2000,0030372030|5544244774|0031442951,Econometrica|Journal of Economic Theory|Journal of Economic Surveys
2-s2.0-0001283474,2000,38249001978|18644365144|0002358115|0038829878|0000773694|0033195252|0000668347|0001090144|0348166371|0001107693,Games and Economic Behavior|Econometrica|Games and Economic Behavior|American Economic Review|Quarterly Journal of Economics|Journal of Economic Dynamics and Control|Journal of Economic Dynamics and Control|Review of Economic Dynamics|Games and Economic Behavior|Organizational Behavior and Human Performance
2-s2.0-0001198502,2000,0001658840|9844238693|0642310183,Econometrica|Annals of the Institute of Statistical Mathematics|Statistica Sinica
2-s2.0-0001099944,2000,0000520036|0000819562|0008531678|0002004913|0001654440|0002800330|0000403749|0001436217|0001057726|0003016784|0000333486|0033466202|0001581816,Econometrica|Journal of Economic Theory|International Economic Review|Econometrica|Economics Letters|International Journal of Game Theory|Economics Letters|Journal of Mathematical Economics|Review of Economic Studies|Journal of Mathematical Economics|Social Choice and Welfare|Social Choice and Welfare|Journal of Economic Theory
2-s2.0-0001028687,2000,0031325058|0002323074|0001138071|0001138039|0000417969|84983861110,Review of Economics and Statistics|Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete|Biometrika|Journal of Business and Economic Statistics|Econometrica|Journal of Applied Econometrics
2-s2.0-0001022794,2000,0001425569|70350343781|70350096085|84963002108|0344658157|70350103507,Econometrica|Handbook of Statistics|Handbook of Econometrics|Review of Economic Studies|Handbook of Statistics|Handbook of Econometrics
2-s2.0-0001004113,2000,70350102819|84974265469|0033412155|0000667901|70350103507,Handbook of Econometrics|Econometric Theory|Econometric Theory|Journal of the American Statistical Association|Handbook of Econometrics
2-s2.0-0000998118,2000,0001185608|84980146507|84963017835|0001554634,Economics Letters|Journal of Econometrics|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-0000994570,2000,0038414645|0000845449|44049113572|84977724306|0001698193|38649141305|38149145671|0003105093|0030204508|49049133343|0039648383,Econometrica|Journal of Economic Theory|Journal of Economic Theory|The Journal of Finance|Journal of Mathematical Economics|Journal of Economic Theory|Journal of Mathematical Economics|Journal of Mathematical Economics|Mathematics of Operations Research|Journal of Economic Theory|Journal of Finance
2-s2.0-0000984144,2000,0002444388|0008200485|0030099472|38249038972|0000287595|0019204452|0000352141,Journal of Public Economics|Games and Economic Behavior|Games and Economic Behavior|Journal of Economic Theory|Econometrica|Econometrica|Journal of Economic Theory
2-s2.0-0000908510,2000,0029513526|0002430114|84972545864|0001240712|0038829878|58149324992|0011370530,Annual Symposium on Foundations of Computer Science - Proceedings|Journal of Mathematical Economics|Pacific Journal of Mathematics|Journal of Mathematical Psychology|American Economic Review|Games and Economic Behavior|Econometrica
2-s2.0-0000856120,2000,0030352286|0033248318|0003038856|0010155728|0032221354|18744393229|0000986569,Econometrica|Economic Theory|Journal of Economic Theory|Economic Theory|Economic Theory|Review of Economic Studies|International Journal of Game Theory
2-s2.0-0000621414,2000,0040950615|0030501828|0031504034,Journal of Econometrics|Econometric Theory|Journal of Business and Economic Statistics
2-s2.0-0000391943,2000,0040657463|0010134524,Quarterly Journal of Economics|Journal of Economic Theory
2-s2.0-0000328680,2000,70350303310|84963015112|0000787377|0001760867,Handbook of Statistics|Review of Economic Studies|Econometrica|Econometrica
2-s2.0-0000328019,2000,70350121618|0000735805|84890656542|38249014082|0000417969|38249040011|0010098416|0000853427|0000199091,Handbook of Econometrics|Journal of Political Economy|The Econometrics of Financial Markets|Journal of Econometrics|Econometrica|Journal of Financial Economics|Journal of Business and Economic Statistics|Journal of Financial Economics|Journal of Monetary Economics
2-s2.0-0000186672,2000,84904006781|0025451933|38249010010,Review of Economic Studies|Journal of Optimization Theory and Applications|Journal of Economic Theory
2-s2.0-0000157235,2000,0030659729|0001955946|0030161228|0002573074|0000935231|0000155532|0029687433|84960559042|0030639692|0003115083,Journal of Political Economy|Journal of Economic Theory|Journal of Monetary Economics|Journal of Economic Theory|Journal of Economic Theory|Ricerche Economiche|Journal of Economic Theory|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Theory
2-s2.0-0000110106,2000,84963057501|0001780989|77957072037|0032219889|33745268062|0030117181|0032220977|33846691831|38249016987|0000403055|0012125938|0030305635|0006856209|46149128200,Review of Economic Studies|Economic Theory|Handbooks in Operations Research and Management Science|Economic Theory|Review of Economic Studies|Journal of Monetary Economics|Economic Theory|Quarterly Journal of Economics|European Economic Review|Journal of Economic Theory|Review of Economic Studies|Economic Theory|Economic Theory|Journal of Monetary Economics
2-s2.0-0000053260,2000,0041656119|84960565609|27744568768|85006637466|34247616236|0000912756|82655160828,Review of Economic Studies|Quarterly Journal of Economics|Journal of Political Economy|Arrow and the Ascent of Modern Economic Theory|Quarterly Journal of Economics|Journal of Economic Dynamics and Control|Quarterly Journal of Economics
2-s2.0-0000040876,2000,0002271922|0030674416|0000537080|45449121533,Journal of Economic Theory|Games and Economic Behavior|Social Choice and Welfare|Journal of Economic Theory
2-s2.0-0000028873,2000,84977707376|0020405943|68249136965|0002889251|77956890307|0032367976|33645762226|0001669953|0033907286|84974108208,The Journal of Finance|British Journal of Clinical Pharmacology|Journal of Business and Economic Statistics|Journal of Econometrics|Biometrika|American Statistician|Biometrika|Biometrika|Machine Learning|Econometric Theory
2-s2.0-18744413602,2001,,
2-s2.0-18744382211,2001,84871768280|33947547350|33645758201|84974291840|0000476011|0346307687,Journal of the American Statistical Association|Journal of the American Statistical Association|Handbook of Econometrics|Econometric Theory|Journal of the American Statistical Association|Econometrica
2-s2.0-13444299621,2001,,
2-s2.0-0348197223,2001,0029210635|84959843820|0042097737|43949154401|0000620127|21844517334|0001509947,Artificial Intelligence|Review of Economic Studies|Journal of Economic Dynamics and Control|Review of Economics and Statistics|American Economic Review|RAND Journal of Economics|Econometrica
2-s2.0-0347156506,2001,0000986569|0012006864,International Journal of Game Theory|Journal of Economic Theory
2-s2.0-0347156262,2001,0029202828|34247341744|0029202827|0345727440|0037609397|0030188422,Econometrica|Games and Economic Behavior|Econometrica|Econometrica|Games and Economic Behavior|Games and Economic Behavior
2-s2.0-0346526114,2001,38249000586|0002893643|0000429880|0008872307|0000482432|0001435324|0000344076|0000090836|0001788913|0010922718,Journal of Economic Theory|Journal of Political Economy|Games and Economic Behavior|Econometrica|Journal of Public Economics|Games and Economic Behavior|Journal of Economic Theory|Journal of Economic Theory|Games and Economic Behavior|Quarterly Journal of Economics
2-s2.0-0346525832,2001,0346248841|84986409812|0027229141,Review of Economic Studies|Journal of Applied Econometrics|Journal of Clinical Oncology
2-s2.0-0346251687,2001,0000518184|84963043920|84963056999,Journal of Economic Theory|Review of Economic Studies|Review of Economic Studies
2-s2.0-0242699635,2001,0002919836|0029710142|0032100870|0030353969|0029183962|0000016616|0000810315|0031555187|0031555187|0001715050|0000617856,Journal of Human Resources|Energy Journal|Energy Economics|Econometrica|Econometrica|Econometrica|Econometrica|Economics Letters|Economics Letters|Journal of Economic Literature|Journal of Econometrics
2-s2.0-0242566061,2001,84950771789|45949121097|0002470428|0041708566|0003187405|0000346456|77956888636|84950442031,Journal of the American Statistical Association|Journal of Econometrics|Journal of the American Statistical Association|Journal of the American Statistical Association|Journal of Econometrics|Biometrika|Biometrika|Journal of the American Statistical Association
2-s2.0-0142013397,2001,0001784118|38249001978|0030268949|0033482009|0038187992,Journal of Evolutionary Economics|Games and Economic Behavior|Games and Economic Behavior|International Journal of Game Theory|Journal of General Psychology
2-s2.0-0141727344,2001,38249039398|0002389286|0031539494|0009095893|11244314971|0001246509|46549094093|0003026996|0000237339,Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Journal of Public Economics|Journal of Economic Dynamics and Control|Journal of Economic Dynamics and Control
2-s2.0-0042782914,2001,84972434087|38249006981|38149147786|0003011399|0032519189|84974441168|0039564221,Econometric Theory|Journal of Statistical Planning and Inference|Journal of Econometrics|Journal of Multivariate Analysis|Statistics and Probability Letters|Econometric Theory|Journal of Econometrics
2-s2.0-0038536912,2001,84952544089|0042647966|0000084990|84974336749|0040122116|0000918957|21844495052|0001232820|0030550108|0039925680,Journal of Business and Economic Statistics|Journal of Monetary Economics|Econometrica|Econometric Theory|Review of Economics and Statistics|Journal of the American Statistical Association|Journal of the American Statistical Association|Journal of Econometrics|Journal of the American Statistical Association|Journal of Monetary Economics
2-s2.0-0038432486,2001,84993897557|0033673554|38249019084|21144477357,Journal of Economic Surveys|Pacific Economic Review|Journal of Economic Behavior and Organization|Economics Letters
2-s2.0-0037788868,2001,0000890717|84957363402|0000923740|17944377188|0000681173|0000696769,European Economic Review|Quarterly Journal of Economics|Canadian Journal of Economics|Review of Economic Studies|Econometrica|Journal of Economic Theory
2-s2.0-0034991462,2001,84971943390|0030355583|0000488543|0001658840|0030336512|42449156579|70350121603|85041975177|0017755296|24944532669|0030373966|84918757715|85066203171|70350096085|0001318701|84907319426,Econometric Theory|Econometrica|Journal of Econometrics|Econometrica|Journal of the American Statistical Association|Journal of Econometrics|Handbook of Econometrics|Biometrika|Biometrika|Biometrika|Econometrica|Journal of the American Statistical Association|Econometric Reviews|Handbook of Econometrics|Econometric Theory|Journal of the American Statistical Association
2-s2.0-0034991055,2001,0001179485|0000473677|0001003419|0000123142|34250109475|0002425832|84950450933|0030353969|0001106460|33744790321|0029423775|0020112203|0346937817|84968484361|0030342998|38249003631|84971946984|84971904258|0000617856,Econometrica|Journal of Econometrics|Econometrica|Biometrika|Probability Theory and Related Fields|Journal of Econometrics|Journal of the American Statistical Association|Econometrica|Biometrika|Econometric Theory|Econometrica|Problems of information transmission|Journal of Econometrics|Transactions of the American Mathematical Society|Annals of Statistics|Journal of Econometrics|Econometric Theory|Econometric Theory|Journal of Econometrics
2-s2.0-0034990923,2001,40749147831|0000187865,Review of Economic Studies|Economic Theory
2-s2.0-0034986069,2001,84980104458|0030558471|84924738732|84986870134|84984272456|84944831925|85015692260|0033477947|0002025238|0030375631|0033416234|0034404931|0039004405|84977723030|49249145468|0039520045|0031514515|84993907181|84887676364|0004861537|54649084049|84993608428|0002350933|0039021357|0001766574|84993865629,The Journal of Finance|Review of Financial Studies|Journal of Derivatives|Mathematical Finance|Contemporary Accounting Research|The Journal of Finance|Journal of Political Economy|Review of Financial Studies|Financial Analysts Journal|Annals of Applied Probability|Review of Financial Studies|Mathematical Finance|Review of Financial Studies|The Journal of Finance|Journal of Financial Economics|Journal of Finance|Review of Financial Studies|The Journal of Finance|The Journal of Finance|European Economic Review|Review of Derivatives Research|The Journal of Finance|Journal of Finance|Journal of Finance|Journal of Economics and Business|The Journal of Finance
2-s2.0-0034985891,2001,0004830533|0001917539|0000647682|0001332791|84911282106|84959801790|38249039740,Econometrica|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Review of Economic Studies|Review of Economic Studies|Journal of Economic Theory
2-s2.0-0034985889,2001,0001393537|0001071035|0000930326|84911630953|0031350833|0000737515|0001105480|38249002555|0030523758|0001081112|0001174850|6144223518,Econometrica|Journal of Mathematical Economics|Journal of Economic Theory|Quarterly Journal of Economics|Macroeconomic Dynamics|Review of Economic Studies|Review of Economic Studies|Journal of Economic Theory|Journal of Mathematical Economics|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory
2-s2.0-0034985811,2001,44949279838|0002831095|0001480496|0000885183|84950428199|0002373997|84986753922,Journal of Monetary Economics|Journal of Economic Perspectives|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics|Journal of the American Statistical Association|Journal of the American Statistical Association|Journal of Time Series Analysis
2-s2.0-0034984655,2001,84960565609|27744568768|44049113572|34247616236|84977717550|84960597456|0004864415,Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Theory|Quarterly Journal of Economics|The Journal of Finance|Quarterly Journal of Economics|Psychology of Learning and Motivation - Advances in Research and Theory
2-s2.0-0034980958,2001,0038957302|0004860767|84944832528|0000964939|38249038899|0000954073,Journal of Finance|Contemporary Accounting Research|The Journal of Finance|Journal of Business|Journal of Financial Economics|Quarterly Journal of Economics
2-s2.0-0034980938,2001,0004827169|0003042462|0031161454|0031281590|18644365144|0002358115|0000821244|0038829878|0001723314|0002462504|0010894093|0348166371|0001765256|0030194779|58149324992|0030268949|0033482009|0000581155|0031116571,Games and Economic Behavior|Games and Economic Behavior|Journal of Economic Theory|Journal of Economic Theory|Econometrica|Games and Economic Behavior|Quarterly Journal of Economics|American Economic Review|Games and Economic Behavior|Economic Journal|Games and Economic Behavior|Games and Economic Behavior|Games and Economic Behavior|Journal of Economic Theory|Games and Economic Behavior|Games and Economic Behavior|International Journal of Game Theory|Quarterly Review of Economics and Finance|Journal of Economic Behavior and Organization
2-s2.0-0034980650,2001,0000986569,International Journal of Game Theory
2-s2.0-0012846557,2001,0010664337|84971943451|84974399466|0033412155|0001004113|33745248740|84963015112|84974022269|70350103507,Review of Economic Studies|Econometric Theory|Econometric Theory|Econometric Theory|Econometrica|Journal of Econometrics|Review of Economic Studies|Econometric Theory|Handbook of Econometrics
2-s2.0-0012630113,2001,77956790241|0030519730|0031751813|0001703017,Handbook of Labor Economics|Review of Economics and Statistics|Journal of Human Resources|Journal of Human Resources
2-s2.0-0012278347,2001,84963015050|0001097233|0001239359,Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Theory
2-s2.0-0012229827,2001,43949168352|0001438268|0002945308|0012285320|0000462179|0030147102|34250442766|0002971978,Games and Economic Behavior|Theory and Decision|Theory and Decision|Journal of Economic Theory|Econometrica|Games and Economic Behavior|International Journal of Game Theory|Games and Economic Behavior
2-s2.0-0011937407,2001,0040747533|0002720622|0035585019|3342947278|0000111838|38248999608|84993917301,Journal of Finance|Journal of Economic Theory|Review of Financial Studies|Journal of Political Economy|Journal of International Economics|Journal of International Economics|The Journal of Finance
2-s2.0-0011264807,2001,70350116322|0010075156|0001240291|0035537114|0000563462,Handbook of Game Theory with Economic Applications|Econometrica|Econometrica|Economic Theory|Economic Theory
2-s2.0-0010702010,2001,0007329674|2042438849|0024627211|0030363303|51249171620|0026117687|0026117687,Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete|Journal of Mathematical Analysis and Applications|IEEE Transactions on Information Theory|Econometrica|Annals of the Institute of Statistical Mathematics|IEEE Transactions on Information Theory|IEEE Transactions on Information Theory
2-s2.0-0008746643,2001,0000341006|34447468563|0021794589|0042056719|0032261061|0000341005|0000729192|0003139662|0000935059|0001452463|0000814239|0038880263|0013036325|0001195657|0001062198|0001478807|0019865702|0032252483|21344433852|21344454527|0032114892|0002560703|0033071923|0001014972|2742590492|0030489102,Management Science|Review of Economic Studies|Operations Research|Organizational Behavior and Human Decision Processes|Journal of Risk and Uncertainty|Management Science|Journal of Mathematical Psychology|Journal of Risk and Uncertainty|Journal of Risk and Uncertainty|Journal of Mathematical Economics|Journal of Economic Theory|Journal of Mathematical Psychology|Theory and Decision|Journal of Experimental Psychology: Human Perception and Performance|American Economic Review|Review of Economic Studies|Medical Decision Making|Journal of Risk and Uncertainty|Journal of Risk and Uncertainty|Journal of Risk and Uncertainty|Management Science|Journal of Mathematical Economics|Cognitive Psychology|Organizational Behavior and Human Performance|American Economic Review|Annals of Statistics
2-s2.0-0008682032,2001,0034146846|34250115483|0031414212|0008707595|84912480034|0001264438|21344449490|0007142202|0001853886|0000462734|0007662785|0001369504|84921863866|0347346950|0000121966,American Political Science Review|Social Choice and Welfare|Quarterly Journal of Economics|Social Choice and Welfare|Review of Economic Studies|Synthese|Social Choice and Welfare|Journal of Economic Theory|Journal of Public Economics|Journal of Economic Theory|Quarterly Journal of Economics|Review of Economic Studies|Review of Economic Studies|Social Choice and Welfare|Journal of Economic Theory
2-s2.0-0005873986,2001,0000310548|0001888220|49049134464|0030554027|84959840565|0346716475|0347386233|22844453528|0022721969|0034350183|0032220185|0034350195|0347346957|0347357582|45549121614|0006753615|85017030502|0002190490|0027559865,Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Theory|Journal of Optimization Theory and Applications|Review of Economic Studies|Review of Economic Studies|Journal of Economics/ Zeitschrift fur Nationalokonomie|Economic Theory|Mathematics of Operations Research|Economic Theory|Economic Theory|Economic Theory|Review of Economic Studies|Journal of Economic Theory|Journal of Monetary Economics|Review of Economic Studies|Journal of Political Economy|Econometrica|Journal of Optimization Theory and Applications
2-s2.0-0003307327,2001,85005305538|0030356126|84960565609|27744568768|84963042138|0035698437|49349126835|0001228240|0001009050,Quarterly Journal of Economics|Econometrica|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|Journal of Economic Theory|Journal of Economic Theory|Econometrica|Econometrica
2-s2.0-0002907061,2001,0028605451|0026958942|0000946317|0000507406|49649131398|0002226230|8844244881|11544374039|58149211571|0000145421,American Economic Review|International Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Economic Theory|Journal of Monetary Economics|Journal of Economic Surveys|Economic Theory|Carnegie-Rochester Confer. Series on Public Policy|Review of Economic Dynamics
2-s2.0-0002476903,2001,84988074995|21844497390|38249029918|0032220548|0002003002|0013209866|0041852124|0000582266|0002674486|0000369606|0000157425|84925910020,Journal of Economics & Management Strategy|RAND Journal of Economics|Economics Letters|Economic Theory|Games and Economic Behavior|Journal of Economic Theory|International Economic Review|Games and Economic Behavior|Journal of Economic Theory|Econometrica|Review of Economic Studies|Review of Economic Studies
2-s2.0-0002424013,2001,84963057501|0002893643|84960577852|0000375782|0009952280|0002202753|84883760221|0032979621|0001510595|17944376558|84977718682|0039993932|0040908085|4243442002|0000210848|0031413974|20144363229,Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Journal of Financial Economics|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|Review of Economic Studies|The Journal of Finance|Quarterly Journal of Economics|Review of Economic Studies|Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-0001724645,2001,0030143849|0035607246|84960608031|0032822669|0001348307|0030476662|0031065895|0030306654|0041852124|0001033643|0002053556|0033269839|0000582266|0022162275|84935846939|0000369606|0000246317,Games and Economic Behavior|RAND Journal of Economics|Review of Economic Studies|Journal of Political Economy|Journal of Mathematical Economics|Proceedings of the National Academy of Sciences of the United States of America|Journal of Economic Theory|Economic Theory|International Economic Review|Journal of Econometrics|Games and Economic Behavior|RAND Journal of Economics|Games and Economic Behavior|Mathematics of Operations Research|Journal of Conflict Resolution|Econometrica|Econometrica
2-s2.0-0001711629,2001,0037788868|0030100132|0002309280|84963071606,Econometrica|Organizational Behavior and Human Decision Processes|Journal of Economic Literature|Review of Economic Studies
2-s2.0-0001635606,2001,0029425663|21844481124|0001610947|0001274877|58149326017,Econometrica|Economics Letters|Quarterly Journal of Economics|Journal of Economic Behavior and Organization|Games and Economic Behavior
2-s2.0-0001515936,2001,0039130984|38249022753|0010919251|0038969196|0006037671|84960566726|38149145474|0038957677|84963075943|0001174850|84963071606,Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Theory|Quarterly Journal of Economics|Brookings Papers on Economic Activity|Quarterly Journal of Economics|Journal of Mathematical Economics|American Economic Review|Review of Economic Studies|Journal of Economic Theory|Review of Economic Studies
2-s2.0-0001436323,2001,0011536563|0031256537|84959819944|0010089332|0030881119|85013876057|84952249786|0033067796|0033938808|0039641920|0030462091|77957239083|0000570969|44949280178|0030210342|0347447085|0031068989|0030480824|0031540975|0346816323|0000017295|21844524550|0348246070,Journal of International Money and Finance|Journal of Monetary Economics|Review of Economic Studies|International Economic Review|Economic Journal|The Manchester School|Journal of Business and Economic Statistics|Journal of International Economics|Journal of International Economics|Applied Economics|Journal of International Economics|Handbook of International Economics|Journal of International Economics|Journal of Monetary Economics|Journal of International Money and Finance|Omega|Journal of International Money and Finance|Journal of Political Economy|Journal of International Money and Finance|Applied Economics|Journal of Political Economy|Economics Letters|Journal of International Economics
2-s2.0-0001301881,2001,43949168352|38249007930|0001294377|0006419386|0001129788|38249015103|0003085090|0000739821,Games and Economic Behavior|Journal of Economic Theory|Theoretical Population Biology|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Mathematical Economics|Journal of Economic Theory|Journal of Economic Theory
2-s2.0-0001289740,2001,84922353689|0346880128|84952506429|0039552198|0002374927|0033228683|0039758339|0031287121,Journal of the American Statistical Association|Journal of the American Statistical Association|Journal of Business and Economic Statistics|Quarterly Journal of Economics|Journal of Business and Economic Statistics|Labour Economics|Quarterly Journal of Economics|Economics Letters
2-s2.0-0001072176,2001,0003038856,Journal of Economic Theory
2-s2.0-0000941038,2001,0000488543|0030366522|0010089332|0001289268|0001138071|84981425447|24944532669|21344459751|0018067185,Journal of Econometrics|Econometrica|International Economic Review|Journal of Monetary Economics|Biometrika|Journal of Time Series Analysis|Biometrika|Journal of Applied Econometrics
2-s2.0-0000824393,2001,0030356126|0000978865|0001009050,Econometrica|Journal of Economic Theory|Econometrica
2-s2.0-0000736414,2001,0001425569|0025656003|0033479459|84871768280|70350118386|0029427071|0346307687,Econometrica|American Economic Review|Journal of Applied Econometrics|Journal of the American Statistical Association|Handbook of Econometrics|Econometrica|Econometrica
2-s2.0-0000666880,2001,85077390164|0029190847|0141547815|0002880295|0000178140|0002688788|0001834099|0032748532|0029908088|0000210845|0031067299|0001434246,RAND Journal of Economics|Econometrica|Journal of Public Economics|Journal of Economic Theory|Econometrica|Journal of Public Economics|Journal of Urban Economics|Journal of Political Economy|Quarterly Journal of Economics|American Economic Review|Journal of Economic Theory|Journal of Public Economics
