eid,year,references,journals
2-s2.0-0034128535,2000,0000142331|0042227362|0032741463|20444367145|0041322136|0031412208|0002627325|0039703087|0029180568|0030118661|84960565386|0000054448,European Economic Review|European Economic Review|Journal of Political Economy|Journal of Public Economics|European Economic Review|European Economic Review|Journal of Econometrics|GENEVA Papers on Risk and Insurance Theory|Econometrica|Journal of Economic Theory|Quarterly Journal of Economics|International Economic Review
2-s2.0-0034127593,2000,0030119988|0000664813|0000993843|84974251968|0011063897|84993877357|0001551506|38149143873|46549101724|34248466747|84977736029|0343796897|84977360059|0000707620,Journal of Accounting and Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Financial and Quantitative Analysis|Journal of Finance|The Journal of Finance|Journal of Political Economy|Journal of Accounting and Economics|Journal of Accounting and Economics|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics
2-s2.0-0034118064,2000,85041152254|84960604076|85041152937|0041132387,"Growing out of the plan: Chinese economic reform, 1978-1993|Quarterly Journal of Economics|China: macroeconomic stability in a decentralized economy|Journal of Comparative Economics"
2-s2.0-0034115244,2000,0013574232|0032986268|0028195330|0031285287|0033426662|0027084526|0007119417|0027038736|84960583830|85041152254|0032987304|0028579833|0024224771|0001633325,"Quarterly Journal of Economics|Economics of Transition|Quarterly Journal of Economics|Economics Letters|RAND Journal of Economics|American Economic Review|Cato Journal|Oxford Review of Economic Policy|Quarterly Journal of Economics|Growing out of the plan: Chinese economic reform, 1978-1993|Economics of Transition|Economic Policy|Journal of Political Economy|Journal of Comparative Economics"
2-s2.0-0034110553,2000,0016153482|0001402590|0025868362|41349106279|0024164896|0025573972|0030982247|0032513348|0031946165|0029198139|0030447014,Quarterly Journal of Economics|Journal of Environmental Economics and Management|Journal of Health Economics|Journal of Economic Theory|The Environmentalist|The Environmentalist|Science|Science|Economic Botany|Journal of Environmental Economics and Management|Journal of Political Economy
2-s2.0-0034079058,2000,0010794391|84977364496|21844518860|85010390101|34447138870|0000652195|84977721574,"Journal of Finance|American Economic Review|Journal of Financial Services Research|Journal of Political Economy|Oxford Economic Papers|Journal of Money, Credit and Banking|The Journal of Finance"
2-s2.0-0034077757,2000,0000801478|84963032091|0033275147|0013037051|0009200691|0027040457|45949117300|77956848183|0029543909|0006219418|14544285541,Journal of Economic Literature|Quarterly Journal of Economics|Brookings Papers on Economic Activity|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Public Economics|Handbook of Labor Economics|Journal of Political Economy|National Tax Journal|IMF Staff Papers
2-s2.0-0034074313,2000,0024625337|0031458512|0001113298|34250446073|84988074995|0031527842|38249029918|49549142374|0040279000|0000793916|0002298154|84980096808,The Rand journal of economics|Electricity Journal|Review of Economic Studies|Public Choice|Journal of Economics & Management Strategy|Journal of Economics and Management Strategy|Economics Letters|Journal of Public Economics|Review of Economic Design|Journal of Economic Perspectives|Games and Economic Behavior|The Journal of Finance
2-s2.0-0034072484,2000,0024816177|0040960827|0029509175|0030434617|0030446640|0020170074|0016097785|0001598420|0021596701|0018977343,Canadian Public Policy/Analyse de Politiques|American Economic Review|Journal of Human Resources|Review of Economics and Statistics|Quarterly Journal of Economics|Demography|Journal of the American Statistical Association|Review of Economic Studies|Population & Development Review|Demography
2-s2.0-0034040259,2000,0030102652|84960565609|27744568768|0001466614|0000618084|0000584976|0032220634|0002051084|0032220650|38249004189,American Political Science Review|Quarterly Journal of Economics|Journal of Political Economy|Public Choice|American Economic Review|Econometrica|American Political Science Review|Journal of Economic Theory|American Political Science Review|Games and Economic Behavior
2-s2.0-0034039182,2000,0039505965|0031352599|84993918841|49449120642|85015692260|23844449600|0343527285|0010274340|46549099071|0015602539|49549135545|0016997122|84977731442|0012880460,Journal of Finance|Macroeconomic Dynamics|The Journal of Finance|Journal of Financial Economics|Journal of Political Economy|The Journal of Finance|Journal of Political Economy|Journal of Finance|Journal of Monetary Economics|Bell J Econ Manage Sci|Journal of Economic Theory|Bell J Econ|The Journal of Finance|Journal of Econometrics
2-s2.0-0034033306,2000,0024157409|0030318564|0000538058|0029487967|0030268673|0025172845|1642444051|33845479470|0002654746,Growth and Change|American Economic Review|Journal of Urban Economics|Journal of Political Economy|Journal of Public Economics|Land Economics|Journal of Public Economics|Journal of Financial Economics|Journal of Econometrics
2-s2.0-0034032249,2000,0031476336|34547433726|44949291946|0031413974|84944832660|45349110429|48549110620|84993914974|84862244566,Review of Financial Studies|Quarterly Journal of Economics|Journal of Financial Economics|Quarterly Journal of Economics|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|The Journal of Finance|Quarterly Journal of Economics
2-s2.0-0033867936,2000,84892198551|0002380531|0008349932|0020248828|0001065439|0021411936|0001424111|0032372863|84959802288|0003189442|0002485962,Infinite Dimensional Analysis: A Hitchhiker's Guide|Journal of Economic Theory|Econometrica|Proceedings of the IEEE Conference on Decision and Control|Econometrica|Management Science|Econometrica|Social Choice and Welfare|Review of Economic Studies|Journal of Economic Theory|Social Choice and Welfare
2-s2.0-0033865848,2000,0028864771|0000859103|45549121614|0037686836|0021574204|0024258419|0028579852|0000306299|0029480797,American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|International Economic Review|Journal of Development Economics|Handbook of Development Economics|Journal of Political Economy|Economic Theory|Quarterly Journal of Economics
2-s2.0-0033865657,2000,0009609110|0002726340|0022880732|0000156491|20444453735|84986791287|84995019948|0031410770|0031538698,Journal of Economic Perspectives|Economic Affairs|Journal of Economic Studies|Journal of Economic Perspectives|Economic Policy|Managerial and Decision Economics|Scottish Journal of Political Economy|International Review of Applied Economics|Southern Economic Journal
2-s2.0-0033865113,2000,0030319671|0030482026|0019057477|84960609570|0028580309|0000195838|0001390431,Review of Economics and Statistics|Economic Journal|Elastomerics|Quarterly Journal of Economics|Journal of Political Economy|American Economic Review|Industrial and Corporate Change
2-s2.0-0033864415,2000,38249003877|0028785401|0001599809|84963107520|84988123069|84946357749,Journal of Economic Theory|International Economic Review|Oxford Economic Papers|Quarterly Journal of Economics|Journal of Economics & Management Strategy|Journal of the American Statistical Association
2-s2.0-0033862681,2000,0030242138|0001105480|84963042091|0001529276|84974191786,American Political Science Review|Review of Economic Studies|Review of Economic Studies|Journal of Economic Theory|American Political Science Review
2-s2.0-0033861375,2000,0027006898|0000234053|33847514005|0002087916|0347108813|0027040457|0345791564|45549121614|0027036121|85017030502,American Economic Review|Journal of Political Economy|Quarterly Journal of Economics|Journal of Economic Perspectives|Journal of Economic Literature|Quarterly Journal of Economics|NBER Macroeconomics Annual|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-0033861310,2000,0028825720|84881844837|0024233763|84981580037|0000877569|0001567812|0028551514|0027386442|84954705767|0032052392|0025349654|0028867102|0030367508|0024261039|0000050619|0029760312,European Journal of Clinical Nutrition|Review of Economic Studies|Handbook of Development Economics|Oxford Bulletin of Economics and Statistics|Journal of Economic Literature|Journal of Econometrics|Journal of Political Economy|Journal of Development Economics|Ecology of Food and Nutrition|Journal of Development Economics|European Journal of Clinical Nutrition|Economic Journal|Econometrica|European Journal of Clinical Nutrition|Journal of Economic Perspectives|International Journal of Epidemiology
2-s2.0-0033860671,2000,84970736121|0032698532|0000811765|85005328340|84963068911|0003169054|84925923905|84973211939,Social Studies of Science|Journal of Political Economy|Journal of Economic Perspectives|Economic Inquiry|Quarterly Journal of Economics|Journal of Economic Education|Social Studies of Science|Social Studies of Science
2-s2.0-0033858813,2000,0030518511|0029504887|84960590235|0025008229|84950420463|0025587232|33750635192|77957185442,Journal of Labor Economics|Journal of Economic & Social Measurement|Quarterly Journal of Economics|Review of Economics & Statistics|Journal of the American Statistical Association|Journal of Political Economy|Journal of Applied Econometrics|Oxford Economic Papers
2-s2.0-0033857545,2000,0032334677|85058518124,Journal of Labor Economics|Age and Achievement
2-s2.0-0033855487,2000,,
2-s2.0-0033853199,2000,0000935059|0008412545|0000814239|21344433852|0001743121|0000498765|0000325978|0003169959|0002494354|0001750296|0002723339|38249037756|31744450082|0000056964|0001926061|21344498944,Journal of Risk and Uncertainty|The GENEVA Papers on Risk and Insurance Theory|Journal of Economic Theory|Journal of Risk and Uncertainty|Journal of Political Economy|Journal of Risk and Uncertainty|The American journal of psychology|European Economic Review|Journal of Economic Behavior and Organization|Econometrica|Journal of Economic Behavior and Organization|Journal of Economic Behavior and Organization|Journal of Risk and Uncertainty|Journal of Risk and Uncertainty|Quarterly Journal of Economics|Journal of Risk and Uncertainty
2-s2.0-0033853072,2000,85016270274|0030726245|0003119250|84960578222,Economic Journal|Quarterly Journal of Economics|Review of Industrial Organization|Quarterly Journal of Economics
2-s2.0-0033850785,2000,0029190847|21344440454|0000096937|0029180568,Econometrica|Quarterly Journal of Economics|American Economic Review|Econometrica
2-s2.0-0033850363,2000,0348227771|0020386931|84934563593|0020343530|0029483462|0031287474|38249028025|0022239861|0031287471|0017626530,American Economic Review|Development and Change|Journal of Political Economy|Development and Change|International Labour Review|Journal of Population Economics|Journal of Public Economics|Population & Development Review|Journal of Population Economics|Econometrica
2-s2.0-0033661553,2000,84960612695|0001341238|0006856209|84963015212|0000100709,Quarterly Journal of Economics|Journal of The Japanese and International Economies|Economic Theory|Review of Economic Studies|Review of Economic Studies
2-s2.0-0033658757,2000,0026177428|0347351087|84975838377|70350096085|85076767021|0009187846|0000994173,The Rand journal of economics|Journal of Legal Studies|RAND Journal of Economics|Handbook of Econometrics|RAND Journal of Economics|Journal of Legal Studies|Journal of Risk and Uncertainty
2-s2.0-0033658756,2000,84963017835|44249122821|38249006538|38249039177|0002874783|0038969197|0000328431|0031234512,"Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Financial Economics|Journal of Money, Credit and Banking|Review of Economic Studies|Journal of Monetary Economics"
2-s2.0-0033658527,2000,0030497327|84963014984|0000040951,Journal of Monetary Economics|Review of Economic Studies|American Economic Review
2-s2.0-0033653209,2000,0033401906|84963060905|84963056810|84963012250|0000741992|0000441308|84963060954|85018358739,Journal of Political Economy|Review of Economic Studies|Review of Economic Studies|Review of Economic Studies|Economica|Journal of Monetary Economics|Review of Economic Studies|Economic Journal
2-s2.0-0033652771,2000,0000200161|21144461502|0011204851|0009093975|0031496532|84891010016|0000028238|2542539154|0001777659|0040613622|0000180018|0001551184|0003112060|70350096085|0002469175|84986397796|84977734564|0039429215,Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Econometrics|Journal of Finance|RAND Journal of Economics|Investment under Uncertainty|Journal of Monetary Economics|Journal of the American Statistical Association|Journal of Econometrics|Journal of The Japanese and International Economies|Journal of Economic Literature|Journal of Banking and Finance|Quarterly Journal of Economics|Handbook of Econometrics|Journal of Public Economics|Journal of Applied Econometrics|The Journal of Finance|Economics Letters
2-s2.0-0033652769,2000,0000806818|0000293565|13244275370|21844525022|0000257419|0031498617|0006852498|0000096937|0348198491|0002903655|0029800061|0000240620|84977411866|84962994348,Economics Letters|American Economic Review|Journal of Monetary Economics|Quarterly Journal of Economics|Review of Economic Dynamics|Journal of Monetary Economics|Economic Theory|American Economic Review|American Economic Review|Economic Theory|American Economic Review|Review of Economic Studies|Economic Inquiry|Review of Economic Studies
2-s2.0-0033652768,2000,0029798462|0001793710|0000983963|0031287855|0030693142|0018697359,European Economic Review|American Political Science Review|Public Choice|Economic Theory|Journal of Political Economy|Quarterly Journal of Economics
2-s2.0-0033652586,2000,0027760444|0006862034|0026168283|34250451672|0034410372,Quarterly Journal of Economics|American Economic Review|The American economic review|International Journal of Game Theory|RAND Journal of Economics
2-s2.0-0033645962,2000,0026130043|0000303576|0016366436|0022345522|33847121459,The American economic review|Journal of Economic Perspectives|Quarterly Journal of Economics|Journal of Health Economics|Journal of Economic Theory
2-s2.0-0035687507,2001,0016210440|0023279949|33749299563|0040435565|0028525724|0015599699|0031014694|0025945093|0024557038|84952209977|0030218749|84977431175|0023324510|0025939812,"Blutalkohol|British Medical Journal (Clinical research ed.)|Journal of Econometrics|Quarterly Journal of Economics|Accident Analysis and Prevention|Pharmakopsychiatrie, Neuro-Psychopharmakologie|Journal of the American Medical Association|Journal of Studies on Alcohol|JAMA: The Journal of the American Medical Association|Journal of Business and Economic Statistics|Journal of Health Economics|Economic Inquiry|Accident Analysis and Prevention|Journal of Studies on Alcohol"
2-s2.0-0035680662,2001,0001014841|0002730345|0000773694|0000518184|0007837469|26044451588|0034374797,American Economic Review|European Economic Review|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Psychology|Quarterly Journal of Economics|RAND Journal of Economics
2-s2.0-0035680639,2001,0001316618|18744376145|0030147084|34249001730|0040653942|0000124252|0000409929|34250446073|70350105362|0031094130|0002351655|0007837099|0001013478|0030318189,Quarterly Journal of Economics|Journal of Public Economics|Games and Economic Behavior|Journal of Public Economics|International Journal of Game Theory|Review of Economic Studies|Journal of Economic Theory|Public Choice|Handbook of Public Economics|Journal of Economic Theory|Games and Economic Behavior|Journal of Public Economics|Journal of Economic Theory|Journal of International Economics
2-s2.0-0035687303,2001,0000906187|77956725150|0002907061|0032774165|0033209128|0033954896|0000946317|0001734453|33745571161|84977379118|0001054430|0007733393|0030518524|11544374039|0023504061,Cato Journal|Handbook of Macroeconomics|Econometrica|European Economic Review|Japan and the World Economy|Economic Journal|Journal of Monetary Economics|American Economic Review|Journal of International Economics|Economic Inquiry|European Economic Review|Journal of Monetary Economics|Brookings Papers on Economic Activity|Economic Theory|Journal of Development Economics
2-s2.0-0035681734,2001,0030540499|0010023511|84916936900|84944830007|0009713512|84977729854|0030537137|0000735805|0032771542|0039619893|0030534571|0034385175|0030452013|0001691088|0002014264|0039030368|84993848933|0002056097|34250890715|84977737676|38549147867|84993845943|0013413658|0007801061|43949159894,Journal of Business and Economic Statistics|Journal of Financial Economics|The Journal of Finance|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Business and Economic Statistics|Journal of Political Economy|Journal of Political Economy|Journal of Finance|Journal of Business and Economic Statistics|Review of Economics and Statistics|Journal of Political Economy|Journal of Political Economy|Journal of Finance|Journal of Finance|The Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|The Journal of Finance|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Journal of Financial Economics|Journal of Financial Economics
2-s2.0-0035680651,2001,0007834638|0002806581|0007833583|0000834893|0000018997|0002627888,Explorations in Economic History|Journal of Economic Perspectives|Monthly Labor Review|American Economic Review|Journal of Econometrics|Monthly Labor Review
2-s2.0-0035175460,2001,0032766867|0006620114|84980265071|0002988617|0028591925|0001035874|0000971801,Journal of Political Economy|Journal of Economic Theory|American Economic Review|Journal of Economic Theory|American Economic Review|Journal of Economic Dynamics and Control|Econometrica
2-s2.0-0035175350,2001,0000047175|84891010016|34548295079|0040898891|0030535131|0030551758|0040250337,Econometrica|Investment under Uncertainty|Journal of Econometrics|Economic Inquiry|Economic Inquiry|Economic Inquiry|Journal of Finance
2-s2.0-0035172834,2001,0030528802|0006601447|0000733766|0031206510|0031521568|0037686836,Review of Economics and Statistics|Journal of Monetary Economics|Journal of Public Economics|Journal of Monetary Economics|Journal of Monetary Economics|International Economic Review
2-s2.0-0035166876,2001,0002615564|0016928275,American Economic Review|Bell J Econ
2-s2.0-0035166719,2001,0040679785|0346098244|0023622761|0000318336|0003039571|0001380171|0040435565|0027082426|21144468722|0039863974|0000344710|0038954679|0001107749|0025129253,Quarterly Journal of Economics|Journal of Legal Studies|Journal of Criminal Law and Criminology|American Economic Review|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|New England Journal of Medicine|Journal of Quantitative Criminology|Quarterly Journal of Economics|American Economic Review|Journal of Legal Studies|International Review of Law and Economics|New England Journal of Medicine
2-s2.0-0035166652,2001,0024679801|0000376199|84960584516|21144469293|0034526095|77956799937|0025621039|0000034073|0000717159,American Economic Review|Handbook of Labor Economics|Quarterly Journal of Economics|Journal of Policy Analysis and Management|Journal of Human Resources|Handbook of Labor Economics|Quarterly Journal of Economics|Journal of Econometrics|Journal of Economic Perspectives
2-s2.0-0035164598,2001,0033401906|0039131029|0010108855|84959835849|0001650062|84981608304|0034288210|0033653209|5544239166|84963060954|0001030446|34147175261|0002875637,Journal of Political Economy|International Economic Review|International Economic Review|Review of Economic Studies|Canadian Journal of Economics|Oxford Bulletin of Economics and Statistics|Review of Economic Dynamics|Journal of Political Economy|Journal of Political Economy|Review of Economic Studies|Journal of Economic Theory|Journal of Monetary Economics|Economic Theory
2-s2.0-0035162033,2001,0030490463|0030503764|0026465212|0030505956|0027770471|0000473191|1542603533|0027042108|84934563593|0000468633|0029908088|0040651867|0000284929|33847514005|0040517700|0030505944|0000530499|0030493906|0027036121|38249008103,Review of Economics and Statistics|Review of Economics and Statistics|Journal of Political Economy|Review of Economics and Statistics|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|Quarterly Journal of Economics|International Economic Review|Journal of Economic History|Quarterly Journal of Economics|Review of Economics and Statistics|Review of Economics and Statistics|Quarterly Journal of Economics|Review of Economics and Statistics|Quarterly Journal of Economics|Journal of Economic Theory
2-s2.0-0035088567,2001,0031066331|0012006828|0031537060|84993888589,Journal of Financial Economics|Quarterly Journal of Economics|Journal of Law and Economics|The Journal of Finance
2-s2.0-0035088418,2001,84970241396|0028551514|84970382072,Journal of Social and Personal Relationships|Journal of Political Economy|Journal of Social and Personal Relationships
2-s2.0-0035088217,2001,0005592604|84974073298|0005548835|0033890016,Explorations in Economic History|Business History Review|Explorations in Economic History|Management Science
2-s2.0-0035086058,2001,38249035815|0002096962|0000158597|34248433635|0003015044|84973995084|0001024251,Journal of Economic Theory|Journal of Political Economy|Public Choice|Public Choice|Public Choice|American Political Science Review|Public Choice
2-s2.0-0035083065,2001,0031428722|0027756557|0000085219|0000785198|0002857582|38149147318|0001505119|84959812005|0030209578|0027770243|0000313195|0031420124|0002414486|0024230062,"Review of Economic Studies|Journal of Political Economy|Economic Inquiry|Journal of Law, Economics, and Organization|Oxford Review of Economic Policy|Journal of Public Economics|Journal of Public Economics|Review of Economic Studies|Journal of Economic Theory|Journal of Development Economics|Review of Economic Studies|Review of Economic Studies|Economic Theory|Journal of Development Economics"
2-s2.0-0035082911,2001,0001352530|0032285561|33745268062|70350120299,The Journal of Real Estate Finance and Economics|Review of Economics and Statistics|Review of Economic Studies|Handbook of Econometrics
2-s2.0-0035079272,2001,84925974350|0027770471|1542603533|0027006898|0011839974|0001841388|0029908088|0001366906|0027770211|0027040457|0027760444|84960610295|45549121614|0002368238|85018651986,Review of Economic Studies|Quarterly Journal of Economics|American Economic Review|American Economic Review|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Review of Economic Studies|Journal of Political Economy|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Political Economy
2-s2.0-0034993690,2001,,
2-s2.0-0034990363,2001,0000520036|0000819562|0036823698|0034400294|0001099944|0000006241|0033482214|0033466202|84980096808,Econometrica|Journal of Economic Theory|Social Choice and Welfare|Social Choice and Welfare|Econometrica|Mathematical social sciences|American Mathematical Monthly|Social Choice and Welfare|The Journal of Finance
2-s2.0-0034990028,2001,0006215162|0022750222|0033417152|0000962186|0023432153|0000095008|0027449784|21144478426,Quarterly Journal of Economics|Journal of labor economics|Review of Economics and Statistics|Quarterly Journal of Economics|Child development|Journal of Public Economics|Journal of Political Economy|Youth & Society
2-s2.0-0034988948,2001,0001211291|21344494490|21844482630|0020180032|85005290947|0033901821|0000553475|0033423477|0000955985,Journal of Political Economy|Journal of Regulatory Economics|RAND Journal of Economics|Journal of the Construction Division|Economic Inquiry|Management Science|American Economic Review|RAND Journal of Economics|Journal of Public Economics
2-s2.0-0034988947,2001,84960577852|0008155671|45949128596|12444261339|47749120440|0031410051|85010390101|0039028808|84977718682|0000133250|84960599817|0031413974|20144363229|0009019618|0032044326|84977702514|84977733424|84977721574,Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Theory|Journal of Banking and Finance|Review of Economic Studies|Journal of Political Economy|Journal of Political Economy|Journal of Finance|The Journal of Finance|Journal of Banking and Finance|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Quarterly Journal of Economics|Journal of Financial Intermediation|The Journal of Finance|The Journal of Finance|The Journal of Finance
2-s2.0-0034986106,2001,0000114625|21344498996|0025620068|0012232983|0031497966|67249139971|0031490951|0026292214|5544277104|0025593199,Econometrica|Quarterly Journal of Economics|Economica|Quarterly Journal of Economics|Journal of Labor Economics|Quarterly Journal of Economics|Journal of Labor Economics|European Economic Review|European Economic Review|Economic Journal
2-s2.0-0034981146,2001,0002414754|85016270274|0002830949|38249016803|0001062086|84977402535|11544266375|0004886122|84950452958|0027488148|0004833255|77956888124|84959816242|0004861632|0000000540,Economics Letters|Economic Journal|Journal of Monetary Economics|Journal of Macroeconomics|Journal of Monetary Economics|American Economic Review|Journal of Econometrics|Applied Economics|Journal of the American Statistical Association|Economic Journal|Journal of Econometrics|Biometrika|Review of Economic Studies|Applied Economics|Journal of the American Statistical Association
2-s2.0-0034980807,2001,0001408305|84974040577|84960610685|0030514889|0001551506|0040737701|0032979621|0000247820|4243442002|0001649619|84970352456|0000033632|0025677813|0038898540|0039594465,Games and Economic Behavior|American Political Science Review|Quarterly Journal of Economics|RAND Journal of Economics|Journal of Political Economy|Quarterly Journal of Economics|Journal of Political Economy|Journal of Economic Theory|Review of Economic Studies|Quarterly Journal of Economics|Rationality and Society|Journal of Political Economy|American Economic Review|RAND Journal of Economics|Quarterly Journal of Economics
2-s2.0-0034962825,2001,0030440064|0031518361,Journal of Human Resources|Journal of Policy Analysis and Management
2-s2.0-0034961603,2001,0002893643|21844513907|0032220634|0034384637|0000760289|0000711169|0002025043,"Journal of Political Economy|Journal of Law, Economics, and Organization|American Political Science Review|RAND Journal of Economics|Journal of Public Economics|Journal of Economic Behavior and Organization|Journal of Risk and Uncertainty"
2-s2.0-0034961602,2001,84916228748|84974183585|38248999971|0001777659|84952209977|84959824318|77956742853,Review of Economic Studies|American Political Science Review|Journal of Public Economics|Journal of Econometrics|Journal of Business and Economic Statistics|Quarterly Journal of Economics|Handbook of Macroeconomics
2-s2.0-0034956749,2001,0030490463|21144460830|0000234053|3543016088|0000392047|0347649450|84950660987,Review of Economics and Statistics|Journal of Labor Economics|Journal of Political Economy|American Sociological Review|Econometrica|Research in Economics|Journal of the American Statistical Association
2-s2.0-0034956391,2001,0039648479|0009321539|0000771376|0032216513|0025572731|84948874363|0034962825|0031206367|0001908308|0025612422|0000589686|0033378110,Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Public Economics|Southern Economic Journal|Demography|The Journal of Mathematical Sociology|Journal of Political Economy|Journal of Public Economics|Quarterly Journal of Economics|Family Planning Perspectives|Journal of Public Economics|Journal of Political Economy
2-s2.0-0034955753,2001,0026465212|0000156053|0001908402|0031454309|0000284929|84963062645|0001738645|0026340197|0029531207|84980090461|0033493381|84939534956,Journal of Political Economy|Journal of Political Economy|American Economic Review|International Economic Review|Journal of Economic History|American Journal of Agricultural Economics|Journal of Economic History|Journal of Political Economy|Quarterly Journal of Economics|The Manchester School|Journal of Economic History|The Lever of Riches: Technological Creativity and Economic Progress
2-s2.0-0034950839,2001,0033372108|6144223501|38249005131|0032748532|38249027113|85013959534|0028562629|0001521516|0004654989|0001022850|0001400146|49349126835|0000173782|0038879222|38249039674|0002012315|0001042157,European Economic Review|Journal of Urban Economics|Journal of Urban Economics|Journal of Political Economy|Journal of Urban Economics|American Economic Review|Regional Science and Urban Economics|Regional Science and Urban Economics|Journal of Urban Economics|Regional Science and Urban Economics|Journal of Economic Theory|Journal of Economic Theory|Regional Science and Urban Economics|Journal of Law and Economics|Regional Science and Urban Economics|Journal of Economic Theory|Journal of Urban Economics
2-s2.0-0034949589,2001,0000089763|0027898233|0040153325|0031942148|0000589686|0031539095|0030434462|0002297820,Quarterly Journal of Economics|Public finance = Finances publiques|Quarterly Journal of Economics|Regional Science and Urban Economics|Journal of Public Economics|Journal of Policy Analysis and Management|Applied Economics|Social Science Research
2-s2.0-0034875999,2001,21844512599|84977726267|46549097378|0004051371|43949176471|0030637314|0041412312|0000778475|70350104946|0009480521|2342505938,Quarterly Journal of Economics|The Journal of Finance|Journal of Accounting and Economics|Review of Economic Studies|Journal of Accounting and Economics|Journal of Financial Economics|Journal of Accounting and Economics|Journal of Accounting and Economics|Handbook of Income Distribution|Journal of Economic Literature|Journal of Financial Economics
