journal,year,name,scopus_id,managing_editor,editor,associate_editor
JF,1996,"James, Christopher M.",7203017650,0,0,1
JF,1996,"Mayes, David G.",7005832214,0,0,1
JF,1996,"Scharfstein, David S.",7003408304,0,0,1
JF,1996,"Schwartz, Eduardo S.",56823824000,0,0,1
JF,1996,"Schwert, G. William",24313667500,0,0,1
JF,1996,"Constantinides, George M.",7006623149,0,0,1
JF,1996,"Stoll, Hans R.",7102728612,0,0,1
JF,1996,"DeAngelo, Harry",6602483422,0,0,1
JF,1996,"Poterba, James M.",7003911528,0,0,1
JF,1996,"Ritter, Jay R.",7402315055,0,0,1
JF,1996,"Shanken, Jay",6602481632,0,0,1
JF,1996,"Stein, Jeremy C.",7402750873,0,0,1
JF,1996,"Hasbrouck, Joel",7003316791,0,0,1
JF,1996,"McConnell, John J.",7203040952,0,0,1
JF,1996,"Lakonishok, Josef",6602136903,0,0,1
JF,1996,"French, Kenneth R.",7006094907,0,0,1
JF,1996,"Glosten, Lawrence R.",24289343100,0,0,1
JF,1996,"Miller, Merton H.",7406533756,0,0,1
JF,1996,"Brennan, Michael J.",24438837000,0,0,1
JF,1996,"Rajan, Raghuram G.",7101892426,0,0,1
JF,1996,"Jagannathan, Ravi",7006737142,0,0,1
JF,1996,"Stulz, René M.",7004675901,1,0,0
JF,1996,"Roll, Richard",7006002256,0,0,1
JF,1996,"Whaley, Robert E.",7005965230,0,0,1
JF,1996,"Vishny, Robert W.",6701615092,0,0,1
JF,1996,"Masulis, Ronald W.",6506697849,0,0,1
JF,1996,"Titman, Sheridan D.",7003382478,0,0,1
JF,1996,"Buser, Stephen A.",24439308100,0,0,1
JF,1996,"Brown, Stephen J.C.",55489559900,0,0,1
JF,1996,"Kaplan, Steven N.",7403238239,0,0,1
JFE,1996,"Shleifer, Andrei",7004575366,0,0,1
JFE,1996,"James, Christopher M.",7203017650,0,0,1
JFE,1996,"Smith, Clifford W.",7501660328,1,0,0
JFE,1996,"Mayes, David G.",7005832214,0,0,1
JFE,1996,"Schwartz, Eduardo S.",56823824000,0,0,1
JFE,1996,"Schwert, G. William",24313667500,1,0,0
JFE,1996,"Hite, Gailen L.",6701711000,0,0,1
JFE,1996,"Baker, George P.",7403001768,0,0,1
JFE,1996,"Stoll, Hans R.",7102728612,0,0,1
JFE,1996,"DeAngelo, Harry",6602483422,0,0,1
JFE,1996,"Ritter, Jay R.",7402315055,0,0,1
JFE,1996,"Shanken, Jay",6602481632,0,0,1
JFE,1996,"Warner, Jerold B.",7401654486,1,0,0
JFE,1996,"Long, John BRADFORD DE",8425525700,1,0,0
JFE,1996,"Wruck, Karen Hopper",6602334490,0,0,1
JFE,1996,"French, Kenneth R.",7006094907,0,0,1
JFE,1996,"Murphy, Kevin Joseph",7402864036,0,0,1
JFE,1996,"Palepu, Krishna G.",6602444864,0,0,1
JFE,1996,"Dann, Larry Y.",24310184100,0,0,1
JFE,1996,"Rubinstein, Mark E.",7201682440,0,0,1
JFE,1996,"Jensen, Michael C.",24426635800,1,0,0
JFE,1996,"Barclay, Michael J.",7006382309,0,0,1
JFE,1996,"Pearson, Neil D.",7004954536,0,0,1
JFE,1996,"Stulz, René M.",7004675901,0,0,1
JFE,1996,"Ruback, Richard S.",24326824500,1,0,0
JFE,1996,"Whaley, Robert E.",7005965230,0,0,1
JFE,1996,"Vishny, Robert W.",6701615092,0,0,1
JFE,1996,"Kaplan, Steven N.",7403238239,0,0,1
JFE,1996,"Mikkelson, Wayne H.",6602829555,1,0,0
JFI,1996,"Madhavan, Ananth N.",6701703176,0,0,1
JFI,1996,"Thakor, Anjan V.",6701596295,0,1,0
JFI,1996,"Boot, Arnoud W. A.",56218676800,0,1,0
JFI,1996,"Bernanke, Ben S.",6603742639,0,0,1
JFI,1996,"Smith, Bruce D.",35494272100,0,0,1
JFI,1996,"James, Christopher M.",7203017650,0,1,0
JFI,1996,"Hirshleifer, David",6602877412,0,0,1
JFI,1996,"Pennacchi, George G.",6602240480,0,0,1
JFI,1996,"Kanatas, George",6602893882,0,0,1
JFI,1996,"Hasbrouck, Joel",7003316791,0,0,1
JFI,1996,"Boyd, John H.",13310394600,0,0,1
JFI,1996,"Mester, Loretta J.",7007037635,0,0,1
JFI,1996,"Gertler, Mark L.",7005881414,0,0,1
JFI,1996,"Flannery, Mark J.",7103128548,0,0,1
JFI,1996,"O'Hara, Maureen",7102817623,0,1,0
JFI,1996,"Fishman, Michael J.",7201595724,0,0,1
JFI,1996,"Petersen, Mitchell A.",7202846223,0,0,1
JFI,1996,"Wallace, Neil",7006429088,0,0,1
JFI,1996,"Dybvig, Philip H.",6602981134,0,0,1
JFI,1996,"Rajan, Raghuram G.",7101892426,0,0,1
JFI,1996,"Viswanathan, Sridhar",54885038500,0,0,1
JFI,1996,"Greenbaum, Stuart I.",16428734700,1,0,0
JMCB,1996,"Abel, Andrew B.",7004484373,0,0,1
JMCB,1996,"Schwartz, Anna Jacobson",35557609500,0,0,1
JMCB,1996,"Santomero, Anthony M.",6603001577,0,0,1
JMCB,1996,"Eichengreen, Barry J.",7005233386,0,0,1
JMCB,1996,"Bernanke, Ben S.",6603742639,0,0,1
JMCB,1996,"McCallum, Bennett T.",7004507510,0,0,1
JMCB,1996,"Nelson, Charles R.",7403703776,0,0,1
JMCB,1996,"Laidler., David E.W.",36795932400,0,0,1
JMCB,1996,"Romer, David H.",7004409567,0,0,1
JMCB,1996,"Lucas, Deborah J.",7202026123,0,0,1
JMCB,1996,"Hester, Donald D.",7004921175,0,0,1
JMCB,1996,"Mishkin, Frederic S.",35293058900,0,0,1
JMCB,1996,"Gorton, Gary B.",7003433892,0,0,1
JMCB,1996,"Kaufman, George G.",7005167371,0,0,1
JMCB,1996,"Pennacchi, George G.",6602240480,0,0,1
JMCB,1996,"Benston, George J.",6602326134,0,0,1
JMCB,1996,"Udell, Gregory F.",6602780882,0,0,1
JMCB,1996,"Hamilton, James D.",7403704966,0,0,1
JMCB,1996,"Campbell, John Y.",16446204900,0,0,1
JMCB,1996,"Lewis, Karen K.",7201596918,0,0,1
JMCB,1996,"West, Kenneth D.",7401596903,0,0,1
JMCB,1996,"Mester, Loretta J.",7007037635,0,0,1
JMCB,1996,"Gertler, Mark L.",7005881414,0,0,1
JMCB,1996,"Flannery, Mark J.",7103128548,0,0,1
JMCB,1996,"Eichenbaum, Martin S.",6603951476,0,0,1
JMCB,1996,"Goodfriend, Marvin S.",6603978018,0,0,1
JMCB,1996,"Shapiro, Matthew D.",7402159091,0,0,1
JMCB,1996,"Wallace, Neil",7006429088,0,0,1
JMCB,1996,"Hendershott, Patric H.",6603812966,0,0,1
JMCB,1996,"Evans, Paul",56049176000,1,0,0
JMCB,1996,"Rajan, Raghuram G.",7101892426,0,0,1
JMCB,1996,"FLOOD, ROBERT P.",7006012090,0,0,1
JMCB,1996,"Cecchetti, Stephen G.",6701488497,1,0,0
JMCB,1996,"Turnovsky, Stephen J.",7004308668,0,0,1
JMCB,1996,"Saving, Thomas R.",6603100828,0,0,1
JMCB,1996,"Poole, William",7005226385,0,0,1
RFS,1996,"Madhavan, Ananth N.",6701703176,0,0,1
RFS,1996,"Dumas, Bernard",35808576700,0,0,1
RFS,1996,"Hirshleifer, David",6602877412,0,1,0
RFS,1996,"Longstaff, Francis A.",6603883889,0,0,1
RFS,1996,"Allen, Franklin",7102515412,1,0,0
RFS,1996,"Kaul, Gautam",7003998027,0,0,1
RFS,1996,"He, Hua",55483681000,0,0,1
RFS,1996,"Wang, Jiang",7701323997,0,0,1
RFS,1996,"Hasbrouck, Joel",7003316791,0,0,1
RFS,1996,"Back, Kerry",7005492291,0,1,0
RFS,1996,"Petersen, Mitchell A.",7202846223,0,0,1
RFS,1996,"Stoughton, Neal M.",6602557245,0,0,1
RFS,1996,"Bossaerts, Peter",6602160746,0,0,1
RFS,1996,"Rajan, Raghuram G.",7101892426,0,0,1
RFS,1996,"Jagannathan, Ravi",7006737142,0,1,0
RFS,1996,"Jarrow, Robert A.",6701861348,0,0,1
RFS,1996,"Korajczyk, Robert A.",6602438460,0,1,0
RFS,1996,"Giammarino, Ron M.",6508025135,0,0,1
RFS,1996,"Kandel, Shmuel",7004366043,0,0,1
RFS,1996,"Kaplan, Steven N.",7403238239,0,0,1
RFS,1996,"Smith, Thomas M.",57196435242,0,0,1
RFS,1996,"Bollerslev, Tim",7004087804,0,0,1
RFS,1996,"Aït-Sahalia, Yacine",6701522393,0,0,1
JBF,1997,"Tschoegl, Adrian E.",6603694540,0,0,1
JBF,1997,"Eberhart, Allan C.",7003364686,0,0,1
JBF,1997,"Berger, Allen N.",7402970440,0,0,1
JBF,1997,"Thakor, Anjan V.",6701596295,0,0,1
JBF,1997,"Santomero, Anthony M.",6603001577,0,0,1
JBF,1997,"Saunders, Anthony",7201876725,1,0,0
JBF,1997,"Sametz, Arnold W.",56914948700,0,0,1
JBF,1997,"Boot, Arnoud W. A.",56218676800,0,0,1
JBF,1997,"Schachter, Barry",7003932889,0,0,1
JBF,1997,"Jacquillat, Bertrand C.",24369189400,0,0,1
JBF,1997,"Solnik, Bruno H.",6603109369,0,0,1
JBF,1997,"Harvey, Campbell R.",35608333700,0,0,1
JBF,1997,"Calomiris, Charles W.",6603792210,0,0,1
JBF,1997,"Eun, Cheol S.",7004074630,0,0,1
JBF,1997,"Loderer, Claudio F.",6507407123,0,0,1
JBF,1997,"Humphrey, David Burras",7101763568,0,0,1
JBF,1997,"Webb, David C.",7401528659,0,0,1
JBF,1997,"Logue, Dennis E.",7005569381,0,0,1
JBF,1997,"Hancock, Diana G.",7102173611,0,0,1
JBF,1997,"Diamond, Douglas W.",7102619783,0,0,1
JBF,1997,"Altman, Edward I.",35883941800,1,0,0
JBF,1997,"Elton, Edwin J.",7004733547,0,0,1
JBF,1997,"Dimson, Elroy",6602227002,0,0,1
JBF,1997,ENRICO BARONE,,0,0,1
JBF,1997,"Baltensperger, Ernst",6507097136,0,0,1
JBF,1997,"Longstaff, Francis A.",6603883889,0,0,1
JBF,1997,"Modigliani, Franco",6603272526,0,0,1
JBF,1997,"Tullio, Giuseppe",6602930567,0,0,1
JBF,1997,"Bierwag, Gerald O.",6508310051,0,0,1
JBF,1997,"Gandolfo, Giancarlo",24362870000,0,0,1
JBF,1997,"Szegö, Giorgio P.",6603344362,1,0,0
JBF,1997,"Udell, Gregory F.",6602780882,0,0,1
JBF,1997,"Swary, ITZHAK",6506488251,0,0,1
JBF,1997,"Dermine, Jean",6603240742,0,0,1
JBF,1997,"Stein, Jerome L.",7402750519,0,0,1
JBF,1997,"Lakonishok, Josef",6602136903,0,0,1
JBF,1997,"Sinkey, Joseph F.",6701428165,0,0,1
JBF,1997,"Franks, Julian R.",7102000625,0,0,1
JBF,1997,"John, Kose",7102914448,0,0,1
JBF,1997,L W SENBERT,,0,0,1
JBF,1997,"Goldberg, Lawrence G.",7402444873,0,0,1
JBF,1997,"Allen, Linda",7401630953,0,0,1
JBF,1997,"Mester, Loretta J.",7007037635,0,0,1
JBF,1997,"Flannery, Mark J.",7103128548,0,0,1
JBF,1997,"Sarnat, Marshall",6506963904,1,0,0
JBF,1997,"Gruber, Martin J.",7102781899,0,0,1
JBF,1997,"Adler, Michael",36004624900,0,0,1
JBF,1997,"Crouhy, Michel G.",6508077329,0,0,1
JBF,1997,PAL E KORSVOLD,,0,0,1
JBF,1997,"Rajan, Raghuram G.",7101892426,0,0,1
JBF,1997,"Sweeney, Richard James",7101611024,0,0,1
JBF,1997,"Roll, Richard",7006002256,0,0,1
JBF,1997,"Eisenbeis, Robert A.",6602374002,0,0,1
JBF,1997,"Merton, Robert C.",7003952399,0,0,1
JBF,1997,"Officer, R. R.",24566254300,0,0,1
JBF,1997,"Beckers, Stan",6603637871,0,0,1
JBF,1997,"Takagi, Shinji",8574043900,0,0,1
JBF,1997,"Smith, Stanley D.",55702268100,0,0,1
JBF,1997,"Rhoades, Stephen A.",6602731191,0,0,1
JBF,1997,"Errunza, Vihang R.",6603286668,0,0,1
JBF,1997,"Chan, Yukshee",55464597600,0,0,1
JF,1997,"Admati, Anat R.",6507618728,0,0,1
JF,1997,"Raviv, Artur",7004166893,0,0,1
JF,1997,"Harvey, Campbell R.",35608333700,0,0,1
JF,1997,"James, Christopher M.",7203017650,0,0,1
JF,1997,"Mayes, David G.",7005832214,0,0,1
JF,1997,"Scharfstein, David S.",7003408304,0,0,1
JF,1997,"Schwartz, Eduardo S.",56823824000,0,0,1
JF,1997,"Schwert, G. William",24313667500,0,0,1
JF,1997,"Constantinides, George M.",7006623149,0,0,1
JF,1997,"Stoll, Hans R.",7102728612,0,0,1
JF,1997,"DeAngelo, Harry",6602483422,0,0,1
JF,1997,"Poterba, James M.",7003911528,0,0,1
JF,1997,"Ritter, Jay R.",7402315055,0,0,1
JF,1997,"Shanken, Jay",6602481632,0,0,1
JF,1997,"Stein, Jeremy C.",7402750873,0,0,1
JF,1997,"Hasbrouck, Joel",7003316791,0,0,1
JF,1997,"McConnell, John J.",7203040952,0,0,1
JF,1997,"Lakonishok, Josef",6602136903,0,0,1
JF,1997,"French, Kenneth R.",7006094907,0,0,1
JF,1997,"Harris, Lawrence E.",7401537335,0,0,1
JF,1997,"Glosten, Lawrence R.",24289343100,0,0,1
JF,1997,"Miller, Merton H.",7406533756,0,0,1
JF,1997,"Brennan, Michael J.",24438837000,0,0,1
JF,1997,"Rajan, Raghuram G.",7101892426,0,0,1
JF,1997,"Jagannathan, Ravi",7006737142,0,0,1
JF,1997,"Stulz, René M.",7004675901,1,0,0
JF,1997,"Roll, Richard",7006002256,0,0,1
JF,1997,"Whaley, Robert E.",7005965230,0,0,1
JF,1997,"Vishny, Robert W.",6701615092,0,0,1
JF,1997,"Masulis, Ronald W.",6506697849,0,0,1
JF,1997,"Titman, Sheridan D.",7003382478,0,0,1
JF,1997,"Buser, Stephen A.",24439308100,0,0,1
JF,1997,"Brown, Stephen J.C.",55489559900,0,0,1
JF,1997,"Kaplan, Steven N.",7403238239,0,0,1
JFE,1997,"Shleifer, Andrei",7004575366,0,0,1
JFE,1997,"Harvey, Campbell R.",35608333700,0,0,1
JFE,1997,"James, Christopher M.",7203017650,0,0,1
JFE,1997,"Schwartz, Eduardo S.",56823824000,0,0,1
JFE,1997,"Schwert, G. William",24313667500,1,0,0
JFE,1997,"Hite, Gailen L.",6701711000,0,0,1
JFE,1997,"Baker, George P.",7403001768,0,0,1
JFE,1997,"Stoll, Hans R.",7102728612,0,0,1
JFE,1997,"DeAngelo, Harry",6602483422,0,0,1
JFE,1997,"Ritter, Jay R.",7402315055,0,0,1
JFE,1997,"Shanken, Jay",6602481632,0,0,1
JFE,1997,"Wruck, Karen Hopper",6602334490,0,0,1
JFE,1997,"French, Kenneth R.",7006094907,0,0,1
JFE,1997,"Murphy, Kevin Joseph",7402864036,0,0,1
JFE,1997,"Palepu, Krishna G.",6602444864,0,0,1
JFE,1997,"Dann, Larry Y.",24310184100,0,0,1
JFE,1997,"Barclay, Michael J.",7006382309,0,0,1
JFE,1997,"Pearson, Neil D.",7004954536,0,0,1
JFE,1997,"Healy, Paul M.",7102037136,0,0,1
JFE,1997,"Seguin, Paul J.",7006018069,0,0,1
JFE,1997,"Stulz, René M.",7004675901,0,0,1
JFE,1997,"Whaley, Robert E.",7005965230,0,0,1
JFE,1997,"Vishny, Robert W.",6701615092,0,0,1
JFE,1997,"Kaplan, Steven N.",7403238239,0,0,1
JFI,1997,"Madhavan, Ananth N.",6701703176,0,0,1
JFI,1997,"Thakor, Anjan V.",6701596295,1,0,0
JFI,1997,"Boot, Arnoud W. A.",56218676800,0,1,0
JFI,1997,"Bernanke, Ben S.",6603742639,0,0,1
JFI,1997,"Smith, Bruce D.",35494272100,0,0,1
JFI,1997,"James, Christopher M.",7203017650,0,1,0
JFI,1997,"Hirshleifer, David",6602877412,0,0,1
JFI,1997,"Allen, Franklin",7102515412,0,0,1
JFI,1997,"Pennacchi, George G.",6602240480,0,0,1
JFI,1997,"Kanatas, George",6602893882,0,0,1
JFI,1997,"Hasbrouck, Joel",7003316791,0,0,1
JFI,1997,"Mester, Loretta J.",7007037635,0,0,1
JFI,1997,"Flannery, Mark J.",7103128548,0,0,1
JFI,1997,"O'Hara, Maureen",7102817623,0,1,0
JFI,1997,"Fishman, Michael J.",7201595724,0,0,1
JFI,1997,"Petersen, Mitchell A.",7202846223,0,0,1
JFI,1997,"Wallace, Neil",7006429088,0,0,1
JFI,1997,"Dybvig, Philip H.",6602981134,0,0,1
JFI,1997,"Rajan, Raghuram G.",7101892426,0,0,1
JFI,1997,"Viswanathan, Sridhar",54885038500,0,0,1
JFI,1997,"Christie, William Gary",7102380230,0,0,1
JMCB,1997,"Abel, Andrew B.",7004484373,0,0,1
JMCB,1997,"Schwartz, Anna Jacobson",35557609500,0,0,1
JMCB,1997,"Santomero, Anthony M.",6603001577,0,0,1
JMCB,1997,"Saunders, Anthony",7201876725,0,0,1
JMCB,1997,"Eichengreen, Barry J.",7005233386,0,0,1
JMCB,1997,"Bernanke, Ben S.",6603742639,0,0,1
JMCB,1997,"McCallum, Bennett T.",7004507510,0,0,1
JMCB,1997,"Nelson, Charles R.",7403703776,0,0,1
JMCB,1997,"Laidler., David E.W.",36795932400,0,0,1
JMCB,1997,"Romer, David H.",7004409567,0,0,1
JMCB,1997,"Lucas, Deborah J.",7202026123,0,0,1
JMCB,1997,"Hester, Donald D.",7004921175,0,0,1
JMCB,1997,"Mishkin, Frederic S.",35293058900,0,0,1
JMCB,1997,"Gorton, Gary B.",7003433892,0,0,1
JMCB,1997,"Kaufman, George G.",7005167371,0,0,1
JMCB,1997,"Pennacchi, George G.",6602240480,0,0,1
JMCB,1997,"Benston, George J.",6602326134,0,0,1
JMCB,1997,"Udell, Gregory F.",6602780882,0,0,1
JMCB,1997,"Hamilton, James D.",7403704966,0,0,1
JMCB,1997,"Heaton, John C.",7102998555,0,0,1
JMCB,1997,"Lewis, Karen K.",7201596918,0,0,1
JMCB,1997,"West, Kenneth D.",7401596903,0,0,1
JMCB,1997,"Mester, Loretta J.",7007037635,0,0,1
JMCB,1997,"Gertler, Mark L.",7005881414,0,0,1
JMCB,1997,"Flannery, Mark J.",7103128548,0,0,1
JMCB,1997,"Eichenbaum, Martin S.",6603951476,0,0,1
JMCB,1997,"Goodfriend, Marvin S.",6603978018,0,0,1
JMCB,1997,"Shapiro, Matthew D.",7402159091,0,0,1
JMCB,1997,"Wallace, Neil",7006429088,0,0,1
JMCB,1997,"Hendershott, Patric H.",6603812966,0,0,1
JMCB,1997,"Evans, Paul",56049176000,1,0,0
JMCB,1997,"Rajan, Raghuram G.",7101892426,0,0,1
JMCB,1997,"FLOOD, ROBERT P.",7006012090,0,0,1
JMCB,1997,"Cecchetti, Stephen G.",6701488497,1,0,0
JMCB,1997,"Turnovsky, Stephen J.",7004308668,0,0,1
JMCB,1997,"Saving, Thomas R.",6603100828,0,0,1
JMCB,1997,"Poole, William",7005226385,0,0,1
RFS,1997,"Madhavan, Ananth N.",6701703176,0,0,1
RFS,1997,"Biais, Bruno",6701783250,0,0,1
RFS,1997,"Hirshleifer, David",6602877412,0,1,0
RFS,1997,"Bekaert, Geert",7004114269,0,0,1
RFS,1997,"He, Hua",55483681000,0,0,1
RFS,1997,"Welch, Ivo V.O.",7003982192,0,0,1
RFS,1997,"Wang, Jiang",7701323997,0,0,1
RFS,1997,"Hasbrouck, Joel",7003316791,0,0,1
RFS,1997,"Hagerty, Kathleen M.",7801499641,0,0,1
RFS,1997,"Back, Kerry",7005492291,0,1,0
RFS,1997,"Glosten, Lawrence R.",24289343100,0,1,0
RFS,1997,"Petersen, Mitchell A.",7202846223,0,0,1
RFS,1997,"Stoughton, Neal M.",6602557245,0,0,1
RFS,1997,"Bossaerts, Peter",6602160746,0,0,1
RFS,1997,"Rajan, Raghuram G.",7101892426,0,0,1
RFS,1997,"Jagannathan, Ravi",7006737142,1,0,0
RFS,1997,"Jarrow, Robert A.",6701861348,0,0,1
RFS,1997,"Whitelaw, Robert F.",7003966621,0,0,1
RFS,1997,"Dammon, Robert M.",6506909842,0,0,1
RFS,1997,"Viswanathan, Sridhar",54885038500,0,0,1
RFS,1997,"Titman, Sheridan D.",7003382478,0,1,0
RFS,1997,"Smith, Thomas M.",57196435242,0,0,1
RFS,1997,"Bollerslev, Tim",7004087804,0,0,1
RFS,1997,"Ferson, Wayne E.",6603889672,0,1,0
RFS,1997,"Aït-Sahalia, Yacine",6701522393,0,0,1
JBF,1998,"Tschoegl, Adrian E.",6603694540,0,0,1
JBF,1998,"Eberhart, Allan C.",7003364686,0,0,1
JBF,1998,"Berger, Allen N.",7402970440,0,0,1
JBF,1998,"Thakor, Anjan V.",6701596295,0,0,1
JBF,1998,"Santomero, Anthony M.",6603001577,0,0,1
JBF,1998,"Saunders, Anthony",7201876725,1,0,0
JBF,1998,"Sametz, Arnold W.",56914948700,0,0,1
JBF,1998,"Boot, Arnoud W. A.",56218676800,0,0,1
JBF,1998,"Schachter, Barry",7003932889,0,0,1
JBF,1998,"Jacquillat, Bertrand C.",24369189400,0,0,1
JBF,1998,"Solnik, Bruno H.",6603109369,0,0,1
JBF,1998,"Harvey, Campbell R.",35608333700,0,0,1
JBF,1998,"Calomiris, Charles W.",6603792210,0,0,1
JBF,1998,"Eun, Cheol S.",7004074630,0,0,1
JBF,1998,"Loderer, Claudio F.",6507407123,0,0,1
JBF,1998,"Humphrey, David Burras",7101763568,0,0,1
JBF,1998,"Webb, David C.",7401528659,0,0,1
JBF,1998,"Logue, Dennis E.",7005569381,0,0,1
JBF,1998,"Hancock, Diana G.",7102173611,0,0,1
JBF,1998,"Diamond, Douglas W.",7102619783,0,0,1
JBF,1998,"Altman, Edward I.",35883941800,1,0,0
JBF,1998,"Elton, Edwin J.",7004733547,0,0,1
JBF,1998,"Dimson, Elroy",6602227002,0,0,1
JBF,1998,ENRICO BARONE,,0,0,1
JBF,1998,"Baltensperger, Ernst",6507097136,0,0,1
JBF,1998,"Longstaff, Francis A.",6603883889,0,0,1
JBF,1998,"Modigliani, Franco",6603272526,0,0,1
JBF,1998,"Tullio, Giuseppe",6602930567,0,0,1
JBF,1998,"Bierwag, Gerald O.",6508310051,0,0,1
JBF,1998,"Gandolfo, Giancarlo",24362870000,0,0,1
JBF,1998,"Szegö, Giorgio P.",6603344362,1,0,0
JBF,1998,"Barone-Adesi, Giovanni",6602332174,0,0,1
JBF,1998,"Udell, Gregory F.",6602780882,0,0,1
JBF,1998,"Swary, ITZHAK",6506488251,0,0,1
JBF,1998,"Dermine, Jean",6603240742,0,0,1
JBF,1998,"Stein, Jerome L.",7402750519,0,0,1
JBF,1998,"Lakonishok, Josef",6602136903,0,0,1
JBF,1998,"Sinkey, Joseph F.",6701428165,0,0,1
JBF,1998,"Franks, Julian R.",7102000625,0,0,1
JBF,1998,"John, Kose",7102914448,0,0,1
JBF,1998,L W SENBERT,,0,0,1
JBF,1998,"Goldberg, Lawrence G.",7402444873,0,0,1
JBF,1998,"Allen, Linda",7401630953,0,0,1
JBF,1998,"Mester, Loretta J.",7007037635,0,0,1
JBF,1998,"Flannery, Mark J.",7103128548,0,0,1
JBF,1998,"Sarnat, Marshall",6506963904,1,0,0
JBF,1998,"Gruber, Martin J.",7102781899,0,0,1
JBF,1998,"Adler, Michael",36004624900,0,0,1
JBF,1998,"Crouhy, Michel G.",6508077329,0,0,1
JBF,1998,PAL E KORSVOLD,,0,0,1
JBF,1998,"Rajan, Raghuram G.",7101892426,0,0,1
JBF,1998,"Sweeney, Richard James",7101611024,0,0,1
JBF,1998,"Roll, Richard",7006002256,0,0,1
JBF,1998,"Eisenbeis, Robert A.",6602374002,0,0,1
JBF,1998,"Merton, Robert C.",7003952399,0,0,1
JBF,1998,"Officer, R. R.",24566254300,0,0,1
JBF,1998,"Beckers, Stan",6603637871,0,0,1
